#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               -1.0 C
#  Switchcard temperature:              24.4 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
2.10000E+02	2.09975E+02	1.13000E+02	9.10712E+04	1.47396E+01	-4.36655E+04	2.02231E+01	7.28973E+01	-1.66542E-09
2.10000E+02	2.09975E+02	1.14000E+02	9.23867E+04	2.36078E+01	-4.46452E+04	1.55486E+01	7.12977E+01	-3.24260E-10
2.10000E+02	2.09975E+02	1.15000E+02	9.04597E+04	1.03075E+01	-4.35795E+04	2.04411E+01	7.30412E+01	-3.77083E-09
2.10000E+02	2.09975E+02	1.16000E+02	8.93738E+04	2.16213E+01	-4.29505E+04	2.60765E+01	7.41109E+01	-1.31158E-12
2.10000E+02	2.09975E+02	1.17000E+02	8.98409E+04	1.70849E+01	-4.31615E+04	1.41690E+01	7.37485E+01	-3.55412E-09
2.10000E+02	2.09975E+02	1.18000E+02	8.77295E+04	1.59777E+01	-4.19509E+04	1.49194E+01	7.58767E+01	-3.12882E-09
2.10000E+02	2.09975E+02	1.19000E+02	8.83979E+04	1.02485E+01	-4.17696E+04	2.27883E+01	7.62062E+01	1.56758E-09
2.10000E+02	2.09975E+02	1.20000E+02	8.68776E+04	1.50697E+01	-4.06799E+04	2.11490E+01	7.82474E+01	-4.51448E-09
2.10000E+02	2.09975E+02	1.21000E+02	8.99930E+04	1.57298E+01	-4.27854E+04	1.77809E+01	7.43968E+01	-4.40463E-09
2.10000E+02	2.09975E+02	1.22000E+02	8.82128E+04	2.05890E+01	-4.15952E+04	2.31571E+01	7.65256E+01	-3.69372E-09
2.10000E+02	2.09975E+02	1.23000E+02	9.16317E+04	2.53930E+01	-4.44822E+04	1.56653E+01	7.15589E+01	-5.09041E-09
2.10000E+02	2.09976E+02	1.24000E+02	8.95200E+04	2.01541E+01	-4.24766E+04	1.22575E+01	7.49377E+01	-4.03375E-09
2.10000E+02	2.09976E+02	1.25000E+02	9.09491E+04	1.49328E+01	-4.37259E+04	1.16223E+01	7.27966E+01	-6.24001E-09
2.10000E+02	2.09976E+02	1.26000E+02	8.92663E+04	9.01634E+00	-4.28349E+04	2.19634E+01	7.43109E+01	-4.61933E-09
2.10000E+02	2.09976E+02	1.27000E+02	8.85808E+04	1.91620E+01	-4.15076E+04	1.09574E+01	7.66872E+01	-1.95503E-09
2.10000E+02	2.09976E+02	1.28000E+02	9.13873E+04	2.01296E+01	-4.42822E+04	2.12877E+01	7.18822E+01	-4.68322E-09
2.10000E+02	2.09976E+02	1.29000E+02	9.16282E+04	1.16347E+01	-4.44203E+04	1.20018E+01	7.16586E+01	-1.60394E-09
2.10000E+02	2.09976E+02	1.30000E+02	8.99859E+04	2.41947E+01	-4.25009E+04	1.61302E+01	7.48949E+01	-2.92450E-09
2.10000E+02	2.09976E+02	1.31000E+02	8.88458E+04	6.50464E+00	-4.19832E+04	1.11660E+01	7.58184E+01	-5.55480E-09
2.10000E+02	2.09975E+02	1.32000E+02	8.98955E+04	1.90922E+01	-4.29574E+04	1.84398E+01	7.40989E+01	-6.98427E-09
2.10000E+02	2.09975E+02	1.33000E+02	9.07994E+04	2.74505E+01	-4.33738E+04	1.26146E+01	7.33876E+01	-7.81642E-09
2.10000E+02	2.09975E+02	1.34000E+02	9.52447E+04	1.87584E+01	-4.74729E+04	2.11626E+01	6.70508E+01	-4.57738E-09
2.10000E+02	2.09975E+02	1.35000E+02	8.96615E+04	7.99535E+00	-4.26511E+04	9.48822E+00	7.46310E+01	-4.18621E-09
2.10000E+02	2.09975E+02	1.36000E+02	9.58742E+04	1.42690E+01	-4.91767E+04	2.76600E+01	6.47277E+01	-7.24316E-09
2.10000E+02	2.09976E+02	1.37000E+02	9.57029E+04	2.65599E+01	-4.90105E+04	2.69852E+01	6.49473E+01	-4.69242E-09
2.10000E+02	2.09975E+02	1.38000E+02	9.70994E+04	6.65991E+00	-5.00427E+04	3.10682E+01	6.36077E+01	-5.48763E-09
2.10000E+02	2.09975E+02	1.39000E+02	9.08190E+04	1.59908E+01	-4.51192E+04	1.14036E+01	7.05487E+01	2.33062E-09
2.10000E+02	2.09975E+02	1.40000E+02	8.48548E+04	1.42663E+01	-3.97694E+04	1.93005E+01	8.00389E+01	3.93998E-09
2.10000E+02	2.09975E+02	1.41000E+02	7.64869E+04	1.75560E+01	-3.07245E+04	1.19531E+01	1.03601E+02	-5.38186E-09
2.10000E+02	2.09975E+02	1.42000E+02	6.67794E+04	5.90742E+00	-1.74264E+04	9.79927E+00	1.82659E+02	-6.04307E-09
2.10000E+02	2.09975E+02	1.43000E+02	5.92179E+04	6.71702E+00	-2.82463E+03	2.83705E+00	1.12691E+03	-7.94825E-09
2.10000E+02	2.09974E+02	1.44000E+02	6.24758E+04	8.05193E+00	-9.18770E+03	5.21628E+00	3.46452E+02	-3.23183E-09
2.20000E+02	2.19971E+02	1.00000E+00	1.00170E+05	2.13860E+01	-5.17133E+04	2.30440E+01	6.15528E+01	8.27148E-09
2.20000E+02	2.19970E+02	2.00000E+00	9.90288E+04	3.57837E+01	-5.06332E+04	1.76484E+01	6.28658E+01	1.39962E-08
2.20000E+02	2.19970E+02	3.00000E+00	9.75013E+04	2.13134E+01	-4.98005E+04	2.94260E+01	6.39170E+01	6.58599E-09
2.20000E+02	2.19971E+02	4.00000E+00	9.44330E+04	1.73506E+01	-4.71907E+04	1.43344E+01	6.74518E+01	8.34984E-10
2.20000E+02	2.19970E+02	5.00000E+00	1.00625E+05	3.48563E+01	-5.18325E+04	3.09107E+01	6.14113E+01	3.06436E-10
2.20000E+02	2.19970E+02	6.00000E+00	1.00168E+05	1.91729E+01	-5.14649E+04	1.64595E+01	6.18499E+01	4.22115E-09
2.20000E+02	2.19970E+02	7.00000E+00	9.92595E+04	2.33862E+01	-5.10411E+04	1.42709E+01	6.23634E+01	3.91714E-10
2.20000E+02	2.19970E+02	8.00000E+00	9.65416E+04	1.92214E+01	-4.91657E+04	1.12703E+01	6.47423E+01	5.01684E-09
2.20000E+02	2.19970E+02	9.00000E+00	9.63445E+04	2.74602E+01	-4.90011E+04	1.73612E+01	6.49597E+01	1.86495E-09
2.20000E+02	2.19970E+02	1.00000E+01	9.61766E+04	1.41758E+01	-4.84315E+04	1.90997E+01	6.57238E+01	3.35844E-09
2.20000E+02	2.19970E+02	1.10000E+01	9.45869E+04	2.88894E+01	-4.71736E+04	1.36831E+01	6.74762E+01	-7.22138E-10
2.20000E+02	2.19970E+02	1.20000E+01	9.46081E+04	2.41617E+01	-4.72869E+04	2.40432E+01	6.73145E+01	5.40070E-09
2.20000E+02	2.19970E+02	1.30000E+01	9.59701E+04	2.19496E+01	-4.83741E+04	1.96638E+01	6.58018E+01	2.30487E-09
2.20000E+02	2.19970E+02	1.40000E+01	9.56631E+04	2.69768E+01	-4.84192E+04	1.45453E+01	6.57405E+01	5.53842E-09
2.20000E+02	2.19970E+02	1.50000E+01	9.67038E+04	2.54415E+01	-4.92125E+04	1.44501E+01	6.46806E+01	-7.02738E-10
2.20000E+02	2.19970E+02	1.60000E+01	9.13827E+04	1.40754E+01	-4.53090E+04	2.69683E+01	7.02532E+01	1.07101E-09
2.20000E+02	2.19970E+02	1.70000E+01	9.32361E+04	2.45298E+01	-4.66251E+04	1.81018E+01	6.82700E+01	1.67651E-09
2.20000E+02	2.19970E+02	1.80000E+01	9.84742E+04	1.77301E+01	-5.05975E+04	2.43344E+01	6.29102E+01	-2.31813E-09
2.20000E+02	2.19970E+02	1.90000E+01	9.60776E+04	2.27151E+01	-4.86601E+04	2.77735E+01	6.54149E+01	1.85091E-09
2.20000E+02	2.19970E+02	2.00000E+01	9.34855E+04	1.49906E+01	-4.63068E+04	2.57532E+01	6.87393E+01	6.74263E-09
2.20000E+02	2.19970E+02	2.10000E+01	1.00594E+05	2.97389E+01	-5.18385E+04	2.29364E+01	6.14042E+01	3.98446E-11
2.20000E+02	2.19970E+02	2.20000E+01	9.50953E+04	1.47813E+01	-4.75017E+04	2.88513E+01	6.70102E+01	4.50383E-10
2.20000E+02	2.19970E+02	2.30000E+01	9.41518E+04	2.46191E+01	-4.69888E+04	3.43821E+01	6.77417E+01	4.33647E-09
2.20000E+02	2.19970E+02	2.40000E+01	9.36537E+04	1.45375E+01	-4.68513E+04	1.71332E+01	6.79405E+01	-3.95401E-09
2.20000E+02	2.19970E+02	2.50000E+01	9.25661E+04	1.75187E+01	-4.61142E+04	1.16763E+01	6.90264E+01	-1.37085E-09
2.20000E+02	2.19970E+02	2.60000E+01	9.49929E+04	2.18930E+01	-4.81978E+04	2.31448E+01	6.60424E+01	3.02976E-09
2.20000E+02	2.19970E+02	2.70000E+01	9.17247E+04	1.39093E+01	-4.55510E+04	1.87112E+01	6.98799E+01	-2.27292E-09
2.20000E+02	2.19970E+02	2.80000E+01	9.44945E+04	1.31668E+01	-4.75142E+04	2.45053E+01	6.69926E+01	5.62172E-09
2.20000E+02	2.19970E+02	2.90000E+01	9.50038E+04	2.19478E+01	-4.80508E+04	1.52666E+01	6.62445E+01	4.64532E-11
2.20000E+02	2.19970E+02	3.00000E+01	9.45004E+04	1.79475E+01	-4.76272E+04	2.17366E+01	6.68337E+01	2.94048E-10
2.20000E+02	2.19970E+02	3.10000E+01	9.85965E+04	2.50744E+01	-5.03512E+04	2.22351E+01	6.32180E+01	5.57300E-11
2.20000E+02	2.19970E+02	3.20000E+01	9.30356E+04	1.93850E+01	-4.58608E+04	1.71674E+01	6.94078E+01	-7.00790E-10
2.20000E+02	2.19970E+02	3.30000E+01	9.50946E+04	2.73226E+01	-4.75150E+04	1.85006E+01	6.69915E+01	9.17891E-10
2.20000E+02	2.19970E+02	3.40000E+01	9.38239E+04	1.97206E+01	-4.65977E+04	2.65330E+01	6.83102E+01	-3.70810E-10
2.20000E+02	2.19969E+02	3.50000E+01	9.41465E+04	1.27282E+01	-4.71274E+04	1.95574E+01	6.75424E+01	-4.65892E-09
2.20000E+02	2.19970E+02	3.60000E+01	9.57809E+04	2.62740E+01	-4.85655E+04	1.57672E+01	6.55424E+01	-2.53199E-11
2.20000E+02	2.19970E+02	3.70000E+01	9.05853E+04	6.02110E+00	-4.43772E+04	1.81661E+01	7.17283E+01	-1.52663E-10
2.20000E+02	2.19970E+02	3.80000E+01	9.37408E+04	3.10938E+01	-4.70658E+04	1.49087E+01	6.76308E+01	6.37951E-09
2.20000E+02	2.19970E+02	3.90000E+01	9.24479E+04	1.76999E+01	-4.61323E+04	2.28210E+01	6.89993E+01	5.98845E-10
2.20000E+02	2.19970E+02	4.00000E+01	9.14675E+04	1.57601E+01	-4.49840E+04	6.06254E+00	7.07608E+01	-4.23808E-09
2.20000E+02	2.19970E+02	4.10000E+01	9.63548E+04	2.31262E+01	-4.88762E+04	2.26808E+01	6.51258E+01	-2.86716E-09
2.20000E+02	2.19970E+02	4.20000E+01	9.44821E+04	1.59753E+01	-4.73667E+04	1.60184E+01	6.72012E+01	-1.22386E-09
2.20000E+02	2.19970E+02	4.30000E+01	9.29339E+04	1.43134E+01	-4.57940E+04	2.62308E+01	6.95091E+01	-3.15472E-09
2.20000E+02	2.19970E+02	4.40000E+01	9.73244E+04	1.19555E+01	-4.90287E+04	2.15834E+01	6.49231E+01	1.31499E-09
2.20000E+02	2.19970E+02	4.50000E+01	9.80010E+04	2.76010E+01	-4.97770E+04	2.04522E+01	6.39472E+01	6.37502E-10
2.20000E+02	2.19970E+02	4.60000E+01	9.33725E+04	1.84506E+01	-4.60693E+04	1.27883E+01	6.90937E+01	-2.85538E-09
2.20000E+02	2.19970E+02	4.70000E+01	9.24104E+04	2.09777E+01	-4.56974E+04	1.89352E+01	6.96560E+01	-1.91500E-11
2.20000E+02	2.19970E+02	4.80000E+01	9.11839E+04	9.97818E+00	-4.47597E+04	2.35110E+01	7.11153E+01	1.03114E-09
2.20000E+02	2.19970E+02	4.90000E+01	8.94622E+04	1.10702E+01	-4.35943E+04	1.96214E+01	7.30164E+01	-3.31531E-09
2.20000E+02	2.19970E+02	5.00000E+01	9.06774E+04	1.38316E+01	-4.46492E+04	2.64893E+01	7.12913E+01	-3.59451E-09
2.20000E+02	2.19970E+02	5.10000E+01	9.41699E+04	8.44616E+00	-4.72416E+04	1.71859E+01	6.73791E+01	2.33882E-09
2.20000E+02	2.19970E+02	5.20000E+01	8.97101E+04	1.16853E+01	-4.35723E+04	1.10424E+01	7.30532E+01	-1.08570E-09
2.20000E+02	2.19970E+02	5.30000E+01	9.33486E+04	1.49101E+01	-4.65101E+04	1.81937E+01	6.84388E+01	3.49862E-10
2.20000E+02	2.19970E+02	5.40000E+01	9.55258E+04	1.94293E+01	-4.76763E+04	2.72367E+01	6.67648E+01	2.49694E-10
2.20000E+02	2.19970E+02	5.50000E+01	9.30997E+04	2.29705E+01	-4.57008E+04	2.02737E+01	6.96508E+01	-1.31936E-09
2.20000E+02	2.19970E+02	5.60000E+01	9.21922E+04	1.68449E+01	-4.49205E+04	1.09652E+01	7.08607E+01	4.54018E-09
2.20000E+02	2.19970E+02	5.70000E+01	9.69109E+04	2.16700E+01	-4.89791E+04	1.77436E+01	6.49890E+01	6.47276E-10
2.20000E+02	2.19970E+02	5.80000E+01	9.12332E+04	2.24409E+01	-4.46088E+04	1.90484E+01	7.13559E+01	-8.30195E-12
2.20000E+02	2.19970E+02	5.90000E+01	9.06255E+04	1.22939E+01	-4.42666E+04	2.09928E+01	7.19075E+01	-1.75422E-09
2.20000E+02	2.19970E+02	6.00000E+01	8.90793E+04	2.31285E+01	-4.31082E+04	3.22899E+00	7.38398E+01	5.78190E-09
2.20000E+02	2.19970E+02	6.10000E+01	9.08975E+04	2.55068E+01	-4.45336E+04	9.14409E+00	7.14764E+01	-5.60253E-09
2.20000E+02	2.19970E+02	6.20000E+01	9.31685E+04	1.19872E+01	-4.67639E+04	1.71741E+01	6.80674E+01	-2.54037E-09
2.20000E+02	2.19971E+02	6.30000E+01	9.14841E+04	2.70644E+01	-4.50899E+04	1.66083E+01	7.05945E+01	4.23920E-09
2.20000E+02	2.19970E+02	6.40000E+01	9.22611E+04	3.83518E+01	-4.52554E+04	4.80167E+01	7.03363E+01	2.63338E-09
2.20000E+02	2.19970E+02	6.50000E+01	9.28657E+04	3.17627E+01	-4.58153E+04	3.63317E+01	6.94767E+01	3.99692E-09
2.20000E+02	2.19970E+02	6.60000E+01	9.19924E+04	3.74582E+01	-4.49067E+04	3.09817E+01	7.08825E+01	-2.29344E-09
2.20000E+02	2.19970E+02	6.70000E+01	9.23398E+04	5.38478E+01	-4.50190E+04	1.02555E+01	7.07057E+01	-2.13671E-09
2.20000E+02	2.19970E+02	6.80000E+01	9.69406E+04	2.45143E+01	-4.88941E+04	3.09927E+01	6.51019E+01	-3.38392E-09
2.20000E+02	2.19970E+02	6.90000E+01	9.27802E+04	3.19773E+01	-4.54624E+04	3.77004E+01	7.00161E+01	1.19691E-09
2.20000E+02	2.19970E+02	7.00000E+01	9.01633E+04	2.19105E+01	-4.37209E+04	2.55098E+01	7.28050E+01	4.06740E-09
2.20000E+02	2.19970E+02	7.10000E+01	9.00424E+04	7.26157E+00	-4.38248E+04	2.02122E+01	7.26324E+01	-3.79384E-09
2.20000E+02	2.19970E+02	7.20000E+01	9.02229E+04	1.72372E+01	-4.39102E+04	1.06285E+01	7.24911E+01	-4.55068E-09
2.20000E+02	2.19970E+02	7.30000E+01	8.95133E+04	2.24535E+01	-4.35557E+04	2.68702E+01	7.30812E+01	1.81061E-09
2.20000E+02	2.19970E+02	7.40000E+01	8.99812E+04	1.92532E+01	-4.38048E+04	1.30838E+01	7.26656E+01	-1.14553E-11
2.20000E+02	2.19969E+02	7.50000E+01	9.16250E+04	2.01063E+01	-4.49560E+04	1.72501E+01	7.08048E+01	1.92094E-10
2.20000E+02	2.19969E+02	7.60000E+01	9.09664E+04	2.19364E+01	-4.43304E+04	2.38643E+01	7.18040E+01	-7.01781E-10
2.20000E+02	2.19970E+02	7.70000E+01	9.43147E+04	2.24444E+01	-4.65966E+04	2.28882E+01	6.83118E+01	-3.06010E-09
2.20000E+02	2.19970E+02	7.80000E+01	9.52012E+04	2.53267E+01	-4.75096E+04	9.88542E+00	6.69991E+01	-1.36109E-09
2.20000E+02	2.19970E+02	7.90000E+01	9.46142E+04	2.96549E+01	-4.69583E+04	1.20825E+01	6.77856E+01	-6.02927E-09
2.20000E+02	2.19970E+02	8.00000E+01	9.46220E+04	2.42188E+01	-4.69779E+04	3.73201E+01	6.77573E+01	-3.86211E-09
2.20000E+02	2.19970E+02	8.10000E+01	9.32690E+04	3.08952E+01	-4.58995E+04	1.78564E+01	6.93493E+01	-5.64811E-09
2.20000E+02	2.19969E+02	8.20000E+01	9.02516E+04	9.19704E+00	-4.37711E+04	1.62243E+01	7.27215E+01	1.47826E-09
2.20000E+02	2.19970E+02	8.30000E+01	8.87265E+04	2.08051E+01	-4.28568E+04	1.35803E+01	7.42729E+01	-1.66136E-09
2.20000E+02	2.19970E+02	8.40000E+01	8.81306E+04	1.15278E+01	-4.21522E+04	2.33228E+01	7.55145E+01	-1.30477E-09
2.20000E+02	2.19970E+02	8.50000E+01	8.85099E+04	1.92957E+01	-4.26879E+04	1.83716E+01	7.45668E+01	-1.52323E-09
2.20000E+02	2.19970E+02	8.60000E+01	8.91077E+04	8.75201E+00	-4.29396E+04	2.43151E+01	7.41298E+01	-5.07319E-10
2.20000E+02	2.19969E+02	8.70000E+01	8.97603E+04	1.64104E+01	-4.32070E+04	1.60667E+01	7.36709E+01	-3.65070E-09
2.20000E+02	2.19970E+02	8.80000E+01	9.27064E+04	1.57049E+01	-4.53249E+04	1.86492E+01	7.02284E+01	-5.37203E-09
2.20000E+02	2.19969E+02	8.90000E+01	9.32849E+04	6.64770E+01	-4.56787E+04	4.08550E+01	6.96845E+01	1.43001E-09
2.20000E+02	2.19969E+02	9.00000E+01	9.15474E+04	2.29750E+01	-4.44764E+04	8.79986E+00	7.15682E+01	-1.37240E-10
2.20000E+02	2.19970E+02	9.10000E+01	9.07730E+04	1.85446E+01	-4.35749E+04	3.74198E+01	7.30489E+01	-2.99172E-09
2.20000E+02	2.19969E+02	9.20000E+01	9.30547E+04	1.43833E+01	-4.57727E+04	1.04087E+01	6.95415E+01	2.45419E-09
2.20000E+02	2.19969E+02	9.30000E+01	8.93461E+04	1.54508E+01	-4.29919E+04	3.17612E+01	7.40395E+01	-3.57213E-09
2.20000E+02	2.19969E+02	9.40000E+01	9.09153E+04	1.12051E+01	-4.41276E+04	9.83565E+00	7.21340E+01	-1.61502E-09
2.20000E+02	2.19969E+02	9.50000E+01	8.85449E+04	1.73222E+01	-4.24174E+04	1.67439E+01	7.50423E+01	-5.93333E-10
2.20000E+02	2.19970E+02	9.60000E+01	8.96173E+04	1.13829E+01	-4.33028E+04	1.48571E+01	7.35079E+01	-2.66663E-10
2.20000E+02	2.19970E+02	9.70000E+01	8.89962E+04	1.42786E+01	-4.28666E+04	2.85037E+01	7.42559E+01	-3.25502E-09
2.20000E+02	2.19970E+02	9.80000E+01	8.93611E+04	1.49277E+01	-4.29593E+04	1.75297E+01	7.40957E+01	-3.68992E-09
2.20000E+02	2.19970E+02	9.90000E+01	8.95688E+04	1.19307E+01	-4.29391E+04	1.88306E+01	7.41306E+01	-4.66702E-09
2.20000E+02	2.19970E+02	1.00000E+02	9.20666E+04	2.14446E+01	-4.49985E+04	1.65311E+01	7.07379E+01	-3.50270E-09
2.20000E+02	2.19970E+02	1.01000E+02	9.24560E+04	1.66987E+01	-4.49641E+04	2.61386E+01	7.07919E+01	-3.11453E-09
2.20000E+02	2.19970E+02	1.02000E+02	9.25354E+04	3.32338E+01	-4.48990E+04	5.30476E+01	7.08946E+01	-3.79715E-09
2.20000E+02	2.19970E+02	1.03000E+02	9.33476E+04	2.39714E+01	-4.59714E+04	3.85911E+01	6.92408E+01	-6.94515E-09
2.20000E+02	2.19970E+02	1.04000E+02	9.11805E+04	9.76045E+00	-4.40825E+04	2.14881E+01	7.22077E+01	-2.60599E-09
2.20000E+02	2.19970E+02	1.05000E+02	8.87228E+04	1.15255E+01	-4.22988E+04	1.83751E+01	7.52527E+01	-4.34609E-09
2.20000E+02	2.19969E+02	1.06000E+02	8.80474E+04	1.06180E+01	-4.21238E+04	8.61408E+00	7.55653E+01	-5.54020E-09
2.20000E+02	2.19969E+02	1.07000E+02	8.96396E+04	1.48126E+01	-4.34732E+04	2.23518E+01	7.32197E+01	-1.47530E-09
2.20000E+02	2.19969E+02	1.08000E+02	8.91106E+04	1.04541E+01	-4.27725E+04	2.29492E+01	7.44193E+01	-3.78849E-09
2.20000E+02	2.19969E+02	1.09000E+02	8.75345E+04	1.97695E+01	-4.14777E+04	1.20903E+01	7.67424E+01	6.15588E-10
2.20000E+02	2.19970E+02	1.10000E+02	8.85549E+04	1.68686E+01	-4.20656E+04	1.98945E+01	7.56698E+01	-3.10607E-09
2.20000E+02	2.19970E+02	1.11000E+02	9.06286E+04	1.51712E+01	-4.37579E+04	1.18083E+01	7.27434E+01	1.85115E-09
2.20000E+02	2.19970E+02	1.12000E+02	9.23484E+04	6.52411E+00	-4.51536E+04	2.03757E+01	7.04949E+01	1.05891E-09
2.20000E+02	2.19969E+02	1.13000E+02	9.10520E+04	1.31910E+01	-4.36651E+04	2.24768E+01	7.28980E+01	3.05967E-09
2.20000E+02	2.19969E+02	1.14000E+02	9.23878E+04	1.82969E+01	-4.46820E+04	1.91975E+01	7.12390E+01	2.93700E-09
2.20000E+02	2.19969E+02	1.15000E+02	9.04521E+04	1.66551E+01	-4.35872E+04	1.66858E+01	7.30284E+01	-2.62505E-09
2.20000E+02	2.19969E+02	1.16000E+02	8.93699E+04	1.75812E+01	-4.29535E+04	1.78382E+01	7.41058E+01	-2.89520E-09
2.20000E+02	2.19969E+02	1.17000E+02	8.98362E+04	1.14134E+01	-4.31664E+04	2.11478E+01	7.37402E+01	-2.32242E-09
2.20000E+02	2.19969E+02	1.18000E+02	8.77394E+04	2.42795E+01	-4.19693E+04	1.30810E+01	7.58435E+01	-1.10612E-09
2.20000E+02	2.19969E+02	1.19000E+02	8.83918E+04	1.68883E+01	-4.17711E+04	2.47066E+01	7.62033E+01	-2.54372E-09
2.20000E+02	2.19969E+02	1.20000E+02	8.68789E+04	2.22623E+01	-4.06952E+04	1.47064E+01	7.82180E+01	-1.35735E-09
2.20000E+02	2.19970E+02	1.21000E+02	8.99795E+04	1.77116E+01	-4.27717E+04	2.21349E+01	7.44207E+01	-4.03848E-09
2.20000E+02	2.19969E+02	1.22000E+02	8.82082E+04	1.64478E+01	-4.15770E+04	3.82549E+00	7.65591E+01	-3.46858E-09
2.20000E+02	2.19969E+02	1.23000E+02	9.16242E+04	2.27560E+01	-4.45060E+04	3.43859E+01	7.15206E+01	-1.03243E-09
2.20000E+02	2.19970E+02	1.24000E+02	8.95221E+04	1.83079E+01	-4.24829E+04	1.92706E+01	7.49266E+01	-4.90108E-09
2.20000E+02	2.19969E+02	1.25000E+02	9.09570E+04	2.14759E+01	-4.37432E+04	1.90715E+01	7.27679E+01	-2.34932E-09
2.20000E+02	2.19969E+02	1.26000E+02	8.92460E+04	1.81028E+01	-4.28558E+04	1.84128E+01	7.42747E+01	-2.16596E-09
2.20000E+02	2.19969E+02	1.27000E+02	8.85726E+04	2.29692E+01	-4.14926E+04	4.85279E+00	7.67148E+01	-4.80934E-09
2.20000E+02	2.19970E+02	1.28000E+02	9.13754E+04	2.50548E+01	-4.42710E+04	1.33537E+01	7.19003E+01	-4.58802E-09
2.20000E+02	2.19970E+02	1.29000E+02	9.16295E+04	1.12306E+01	-4.44155E+04	1.21518E+01	7.16663E+01	1.72295E-09
2.20000E+02	2.19970E+02	1.30000E+02	8.99678E+04	1.59089E+01	-4.24991E+04	1.18263E+01	7.48980E+01	2.57868E-09
2.20000E+02	2.19970E+02	1.31000E+02	8.88749E+04	1.90066E+01	-4.19782E+04	1.34003E+01	7.58274E+01	-8.89986E-10
2.20000E+02	2.19970E+02	1.32000E+02	8.98830E+04	1.46991E+01	-4.29543E+04	2.32114E+01	7.41043E+01	-1.73243E-09
2.20000E+02	2.19970E+02	1.33000E+02	9.08192E+04	2.28252E+01	-4.34031E+04	2.96671E+01	7.33380E+01	8.19198E-11
2.20000E+02	2.19970E+02	1.34000E+02	9.52348E+04	2.20820E+01	-4.75043E+04	1.98188E+01	6.70066E+01	-7.20518E-09
2.20000E+02	2.19970E+02	1.35000E+02	8.96830E+04	2.09615E+01	-4.26746E+04	1.20743E+01	7.45900E+01	-2.66028E-09
2.20000E+02	2.19970E+02	1.36000E+02	9.58582E+04	3.00587E+01	-4.91586E+04	2.66281E+01	6.47516E+01	-2.64682E-09
2.20000E+02	2.19969E+02	1.37000E+02	9.57079E+04	1.28662E+01	-4.90153E+04	1.21985E+01	6.49410E+01	4.44902E-09
2.20000E+02	2.19970E+02	1.38000E+02	9.71039E+04	2.57093E+01	-5.00433E+04	2.14106E+01	6.36069E+01	-4.56661E-09
2.20000E+02	2.19970E+02	1.39000E+02	9.08152E+04	1.50010E+01	-4.51204E+04	2.45720E+01	7.05468E+01	-2.95598E-09
2.20000E+02	2.19970E+02	1.40000E+02	8.48717E+04	1.42270E+01	-3.97760E+04	1.32651E+01	8.00257E+01	-4.53523E-09
2.20000E+02	2.19970E+02	1.41000E+02	7.64788E+04	1.05069E+01	-3.07236E+04	9.18730E+00	1.03604E+02	-2.12455E-09
2.20000E+02	2.19970E+02	1.42000E+02	6.67742E+04	7.60868E+00	-1.74279E+04	1.03241E+01	1.82644E+02	-7.06618E-09
2.20000E+02	2.19970E+02	1.43000E+02	5.92168E+04	3.98146E+00	-2.83627E+03	6.39725E+00	1.12229E+03	-3.52326E-09
2.20000E+02	2.19970E+02	1.44000E+02	6.24761E+04	1.10937E+01	-9.18094E+03	5.37054E+00	3.46707E+02	-8.29742E-09
2.30000E+02	2.29971E+02	1.00000E+00	1.00168E+05	1.43192E+01	-5.17196E+04	2.79825E+01	6.15453E+01	3.57054E-09
2.30000E+02	2.29970E+02	2.00000E+00	9.90333E+04	3.04595E+01	-5.06711E+04	3.63358E+01	6.28189E+01	8.32554E-09
2.30000E+02	2.29970E+02	3.00000E+00	9.75029E+04	2.94125E+01	-4.98118E+04	1.82284E+01	6.39026E+01	5.65212E-09
2.30000E+02	2.29970E+02	4.00000E+00	9.44369E+04	2.70269E+01	-4.72209E+04	2.49940E+01	6.74087E+01	1.18310E-08
2.30000E+02	2.29971E+02	5.00000E+00	1.00620E+05	2.03509E+01	-5.18243E+04	1.45823E+01	6.14210E+01	4.94772E-09
2.30000E+02	2.29970E+02	6.00000E+00	1.00138E+05	2.59430E+01	-5.14588E+04	1.25045E+01	6.18573E+01	4.67347E-09
2.30000E+02	2.29970E+02	7.00000E+00	9.92563E+04	2.75042E+01	-5.10750E+04	3.46051E+01	6.23221E+01	6.96370E-10
2.30000E+02	2.29970E+02	8.00000E+00	9.65420E+04	2.90188E+01	-4.91703E+04	2.50185E+01	6.47362E+01	4.18193E-10
2.30000E+02	2.29970E+02	9.00000E+00	9.63308E+04	2.51011E+01	-4.90002E+04	1.73925E+01	6.49610E+01	9.92878E-09
2.30000E+02	2.29970E+02	1.00000E+01	9.61743E+04	2.48030E+01	-4.84710E+04	1.57005E+01	6.56701E+01	3.85551E-09
