#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               -1.0 C
#  Switchcard temperature:              24.4 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
5.00000E+01	4.99681E+01	1.35000E+02	8.95812E+04	1.94785E+01	-4.24610E+04	2.06285E+01	7.49652E+01	-6.47320E-09
5.00000E+01	4.99681E+01	1.36000E+02	9.57685E+04	2.20765E+01	-4.89410E+04	3.13275E+01	6.50395E+01	-2.47805E-09
5.00000E+01	4.99685E+01	1.37000E+02	9.56230E+04	2.63558E+01	-4.87704E+04	1.81064E+01	6.52671E+01	-1.56151E-09
5.00000E+01	4.99687E+01	1.38000E+02	9.69913E+04	1.87388E+01	-4.98267E+04	2.31877E+01	6.38833E+01	-6.83838E-09
5.00000E+01	4.99683E+01	1.39000E+02	9.07389E+04	2.80302E+01	-4.49325E+04	1.55879E+01	7.08418E+01	-7.20873E-09
5.00000E+01	4.99684E+01	1.40000E+02	8.47635E+04	2.10360E+01	-3.95930E+04	1.13407E+01	8.03954E+01	-4.93114E-09
5.00000E+01	4.99683E+01	1.41000E+02	7.64068E+04	7.48102E+00	-3.05686E+04	1.04628E+01	1.04130E+02	-5.60141E-09
5.00000E+01	4.99683E+01	1.42000E+02	6.67036E+04	6.62281E+00	-1.73093E+04	1.20071E+01	1.83896E+02	-2.58808E-09
5.00000E+01	4.99684E+01	1.43000E+02	5.91276E+04	6.49782E+00	-2.73849E+03	7.49575E+00	1.16236E+03	-5.57139E-09
5.00000E+01	4.99685E+01	1.44000E+02	6.23904E+04	6.21707E+00	-9.09074E+03	1.15740E+01	3.50148E+02	-3.80787E-09
7.50000E+01	7.49562E+01	1.00000E+00	1.00200E+05	2.75492E+01	-5.14609E+04	3.07395E+01	6.18547E+01	5.03078E-08
7.50000E+01	7.49556E+01	2.00000E+00	9.90662E+04	2.93788E+01	-5.04286E+04	2.07159E+01	6.31209E+01	1.25840E-08
7.50000E+01	7.49558E+01	3.00000E+00	9.75278E+04	1.90144E+01	-4.96103E+04	2.41570E+01	6.41620E+01	2.86656E-08
7.50000E+01	7.49558E+01	4.00000E+00	9.44616E+04	1.74387E+01	-4.70681E+04	7.51175E+00	6.76276E+01	2.57492E-08
7.50000E+01	7.49560E+01	5.00000E+00	1.00656E+05	2.94143E+01	-5.16905E+04	1.84790E+01	6.15800E+01	2.09780E-08
7.50000E+01	7.49556E+01	6.00000E+00	1.00201E+05	1.23353E+01	-5.12889E+04	3.98103E+01	6.20621E+01	5.09582E-09
7.50000E+01	7.49558E+01	7.00000E+00	9.93105E+04	1.17904E+01	-5.08823E+04	2.41983E+01	6.25581E+01	1.02679E-08
7.50000E+01	7.49557E+01	8.00000E+00	9.65769E+04	1.93296E+01	-4.90552E+04	9.82214E+00	6.48880E+01	9.74069E-09
7.50000E+01	7.49556E+01	9.00000E+00	9.63888E+04	1.78183E+01	-4.88507E+04	2.69744E+01	6.51597E+01	7.88608E-09
7.50000E+01	7.49558E+01	1.00000E+01	9.62233E+04	1.57193E+01	-4.83108E+04	1.81324E+01	6.58879E+01	3.39550E-09
7.50000E+01	7.49555E+01	1.10000E+01	9.46358E+04	3.25100E+01	-4.70476E+04	1.01712E+01	6.76570E+01	1.14797E-08
7.50000E+01	7.49557E+01	1.20000E+01	9.46542E+04	9.16044E+00	-4.71518E+04	2.65152E+01	6.75074E+01	1.21965E-08
7.50000E+01	7.49557E+01	1.30000E+01	9.60088E+04	1.98959E+01	-4.82540E+04	2.45579E+01	6.59655E+01	4.51929E-09
7.50000E+01	7.49559E+01	1.40000E+01	9.57121E+04	1.29914E+01	-4.82842E+04	3.33184E+01	6.59242E+01	1.28227E-08
7.50000E+01	7.49561E+01	1.50000E+01	9.67489E+04	1.92903E+01	-4.90747E+04	7.89871E+00	6.48623E+01	9.25565E-09
7.50000E+01	7.49561E+01	1.60000E+01	9.14111E+04	2.19946E+01	-4.52168E+04	1.87793E+01	7.03964E+01	3.07897E-09
7.50000E+01	7.49562E+01	1.70000E+01	9.32595E+04	1.82940E+01	-4.65332E+04	1.21775E+01	6.84050E+01	1.00605E-08
7.50000E+01	7.49559E+01	1.80000E+01	9.85002E+04	1.16638E+01	-5.04555E+04	1.56995E+01	6.30873E+01	8.51149E-09
7.50000E+01	7.49561E+01	1.90000E+01	9.60996E+04	2.83307E+01	-4.85384E+04	6.35849E+00	6.55789E+01	2.40497E-09
7.50000E+01	7.49556E+01	2.00000E+01	9.35233E+04	2.78627E+01	-4.61934E+04	1.52843E+01	6.89081E+01	-9.33791E-10
7.50000E+01	7.49558E+01	2.10000E+01	1.00653E+05	2.26751E+01	-5.17170E+04	7.47545E+00	6.15485E+01	1.28201E-09
7.50000E+01	7.49560E+01	2.20000E+01	9.51393E+04	2.02908E+01	-4.73690E+04	1.33502E+01	6.71979E+01	1.93492E-09
7.50000E+01	7.49555E+01	2.30000E+01	9.41933E+04	2.31674E+01	-4.68695E+04	1.84570E+01	6.79141E+01	7.93490E-09
7.50000E+01	7.49557E+01	2.40000E+01	9.36997E+04	1.87904E+01	-4.67300E+04	1.03428E+01	6.81168E+01	1.77841E-09
7.50000E+01	7.49561E+01	2.50000E+01	9.25816E+04	7.67786E+00	-4.60088E+04	2.25792E+01	6.91846E+01	7.46116E-10
7.50000E+01	7.49555E+01	2.60000E+01	9.50537E+04	1.41052E+01	-4.80821E+04	3.21174E+01	6.62013E+01	-1.59905E-09
7.50000E+01	7.49558E+01	2.70000E+01	9.17689E+04	1.54483E+01	-4.54269E+04	2.39670E+01	7.00708E+01	2.58124E-09
7.50000E+01	7.49557E+01	2.80000E+01	9.45557E+04	1.81638E+01	-4.74010E+04	1.43534E+01	6.71526E+01	7.99328E-09
7.50000E+01	7.49559E+01	2.90000E+01	9.50575E+04	2.28318E+01	-4.79088E+04	1.24917E+01	6.64409E+01	2.43346E-09
7.50000E+01	7.49561E+01	3.00000E+01	9.45497E+04	2.13217E+01	-4.75176E+04	1.69959E+01	6.69878E+01	5.05692E-09
7.50000E+01	7.49559E+01	3.10000E+01	9.86344E+04	3.25039E+01	-5.02159E+04	1.79058E+01	6.33883E+01	2.44470E-09
7.50000E+01	7.49558E+01	3.20000E+01	9.31095E+04	1.75669E+01	-4.57451E+04	2.28569E+01	6.95834E+01	6.32775E-10
7.50000E+01	7.49566E+01	3.30000E+01	9.51430E+04	2.26808E+01	-4.74080E+04	2.74167E+01	6.71426E+01	2.44119E-09
7.50000E+01	7.49563E+01	3.40000E+01	9.38631E+04	6.20161E+00	-4.64736E+04	2.52421E+01	6.84926E+01	8.39493E-09
7.50000E+01	7.49563E+01	3.50000E+01	9.42004E+04	2.59970E+01	-4.70092E+04	2.08805E+01	6.77123E+01	2.17661E-09
7.50000E+01	7.49559E+01	3.60000E+01	9.58202E+04	1.82327E+01	-4.84359E+04	1.29887E+01	6.57177E+01	-2.93184E-09
7.50000E+01	7.49561E+01	3.70000E+01	9.06551E+04	1.93148E+01	-4.42737E+04	1.42752E+01	7.18959E+01	-2.35651E-09
7.50000E+01	7.49558E+01	3.80000E+01	9.37926E+04	1.58328E+01	-4.69641E+04	1.91228E+01	6.77772E+01	3.82204E-09
7.50000E+01	7.49562E+01	3.90000E+01	9.24984E+04	8.60990E+00	-4.60242E+04	1.75976E+01	6.91614E+01	6.19028E-10
7.50000E+01	7.49561E+01	4.00000E+01	9.15094E+04	1.53270E+01	-4.48778E+04	2.39036E+01	7.09282E+01	-2.79034E-09
7.50000E+01	7.49560E+01	4.10000E+01	9.63994E+04	2.48031E+01	-4.87398E+04	1.42729E+01	6.53079E+01	-9.39535E-10
7.50000E+01	7.49561E+01	4.20000E+01	9.45029E+04	2.26420E+01	-4.72478E+04	1.59572E+01	6.73703E+01	2.73295E-09
7.50000E+01	7.49558E+01	4.30000E+01	9.29608E+04	8.12773E+00	-4.56902E+04	1.64055E+01	6.96670E+01	-1.50672E-09
7.50000E+01	7.49556E+01	4.40000E+01	9.73815E+04	1.92513E+01	-4.89435E+04	2.81457E+01	6.50362E+01	-2.53904E-09
7.50000E+01	7.49557E+01	4.50000E+01	9.80583E+04	2.67282E+01	-4.96502E+04	1.38289E+01	6.41105E+01	-1.34311E-09
7.50000E+01	7.49560E+01	4.60000E+01	9.34235E+04	2.13596E+01	-4.59770E+04	1.66331E+01	6.92324E+01	1.57377E-09
7.50000E+01	7.49557E+01	4.70000E+01	9.24516E+04	1.48063E+01	-4.55730E+04	2.47261E+01	6.98462E+01	-2.01818E-09
7.50000E+01	7.49563E+01	4.80000E+01	9.12365E+04	2.27174E+01	-4.46471E+04	1.22081E+01	7.12947E+01	5.83325E-10
7.50000E+01	7.49558E+01	4.90000E+01	8.94957E+04	2.34740E+01	-4.34929E+04	2.02194E+01	7.31867E+01	2.11365E-09
7.50000E+01	7.49558E+01	5.00000E+01	9.07146E+04	2.28657E+01	-4.45380E+04	2.38677E+01	7.14692E+01	-2.38632E-09
7.50000E+01	7.49553E+01	5.10000E+01	9.41971E+04	2.35942E+01	-4.71401E+04	2.09273E+01	6.75243E+01	6.23395E-10
7.50000E+01	7.49556E+01	5.20000E+01	8.97754E+04	1.15031E+01	-4.34775E+04	1.28955E+01	7.32125E+01	1.11160E-10
7.50000E+01	7.49559E+01	5.30000E+01	9.33862E+04	2.96298E+01	-4.64103E+04	7.53355E+00	6.85861E+01	-4.33671E-09
7.50000E+01	7.49555E+01	5.40000E+01	9.55717E+04	1.55909E+01	-4.75615E+04	1.97246E+01	6.69260E+01	-1.29335E-10
7.50000E+01	7.49557E+01	5.50000E+01	9.31481E+04	2.18166E+01	-4.55979E+04	1.51531E+01	6.98080E+01	5.08422E-10
7.50000E+01	7.49556E+01	5.60000E+01	9.22239E+04	1.92156E+01	-4.48101E+04	1.81108E+01	7.10353E+01	4.51318E-09
7.50000E+01	7.49557E+01	5.70000E+01	9.69578E+04	2.60464E+01	-4.88514E+04	2.52904E+01	6.51588E+01	9.22730E-10
7.50000E+01	7.49557E+01	5.80000E+01	9.12642E+04	1.20756E+01	-4.44995E+04	1.67454E+01	7.15311E+01	-4.53111E-09
7.50000E+01	7.49557E+01	5.90000E+01	9.06532E+04	2.56745E+01	-4.41615E+04	1.72175E+01	7.20785E+01	3.01245E-09
7.50000E+01	7.49558E+01	6.00000E+01	8.91178E+04	1.74327E+01	-4.29732E+04	2.46106E+01	7.40718E+01	4.71799E-09
7.50000E+01	7.49558E+01	6.10000E+01	9.09212E+04	2.00982E+01	-4.44339E+04	2.02178E+01	7.16367E+01	-3.59336E-09
7.50000E+01	7.49560E+01	6.20000E+01	9.32178E+04	2.43276E+01	-4.66603E+04	2.49474E+01	6.82185E+01	-4.38916E-09
7.50000E+01	7.49556E+01	6.30000E+01	9.15204E+04	1.92725E+01	-4.49964E+04	2.26266E+01	7.07413E+01	-2.94965E-09
7.50000E+01	7.49558E+01	6.40000E+01	9.22880E+04	1.33992E+01	-4.51436E+04	2.36899E+01	7.05106E+01	-5.04505E-10
7.50000E+01	7.49557E+01	6.50000E+01	9.28877E+04	2.08665E+01	-4.56789E+04	1.74728E+01	6.96843E+01	-3.06780E-09
7.50000E+01	7.49557E+01	6.60000E+01	9.20249E+04	1.70321E+01	-4.47940E+04	2.32645E+01	7.10608E+01	-1.71354E-09
7.50000E+01	7.49558E+01	6.70000E+01	9.23809E+04	2.62152E+01	-4.49120E+04	1.37994E+01	7.08742E+01	2.65299E-09
7.50000E+01	7.49558E+01	6.80000E+01	9.69932E+04	1.94288E+01	-4.87755E+04	1.61883E+01	6.52602E+01	-3.47932E-10
7.50000E+01	7.49557E+01	6.90000E+01	9.28202E+04	2.19013E+01	-4.53199E+04	1.24386E+01	7.02363E+01	-6.23649E-11
7.50000E+01	7.49560E+01	7.00000E+01	9.01904E+04	1.77431E+01	-4.36412E+04	2.34832E+01	7.29379E+01	-1.85373E-09
7.50000E+01	7.49560E+01	7.10000E+01	9.00917E+04	2.08064E+01	-4.37138E+04	2.78593E+01	7.28168E+01	3.20540E-09
7.50000E+01	7.49556E+01	7.20000E+01	9.02669E+04	2.58360E+01	-4.38055E+04	1.08010E+01	7.26643E+01	1.58949E-10
7.50000E+01	7.49557E+01	7.30000E+01	8.95440E+04	1.56920E+01	-4.34694E+04	2.64232E+01	7.32261E+01	4.75238E-09
7.50000E+01	7.49562E+01	7.40000E+01	9.00462E+04	1.08858E+01	-4.37119E+04	1.48598E+01	7.28200E+01	5.73316E-09
7.50000E+01	7.49564E+01	7.50000E+01	9.16708E+04	2.62626E+01	-4.48565E+04	1.81506E+01	7.09618E+01	-4.24737E-09
7.50000E+01	7.49558E+01	7.60000E+01	9.09947E+04	1.13162E+01	-4.42419E+04	2.24912E+01	7.19476E+01	9.06555E-10
7.50000E+01	7.49561E+01	7.70000E+01	9.43622E+04	2.13293E+01	-4.64828E+04	2.17207E+01	6.84790E+01	2.19288E-09
7.50000E+01	7.49562E+01	7.80000E+01	9.52613E+04	1.14802E+01	-4.73927E+04	3.03350E+01	6.71644E+01	-5.90206E-10
7.50000E+01	7.49564E+01	7.90000E+01	9.46574E+04	3.18430E+01	-4.68449E+04	1.00668E+01	6.79497E+01	1.09745E-09
7.50000E+01	7.49563E+01	8.00000E+01	9.46527E+04	2.56031E+01	-4.68619E+04	1.99580E+01	6.79250E+01	-5.26846E-09
7.50000E+01	7.49561E+01	8.10000E+01	9.32972E+04	2.80983E+01	-4.57909E+04	2.54628E+01	6.95138E+01	6.82127E-10
7.50000E+01	7.49562E+01	8.20000E+01	9.02899E+04	1.29987E+01	-4.36724E+04	1.04496E+01	7.28859E+01	2.07756E-09
7.50000E+01	7.49558E+01	8.30000E+01	8.87612E+04	2.55432E+01	-4.27679E+04	7.86832E+00	7.44272E+01	4.61658E-09
7.50000E+01	7.49560E+01	8.40000E+01	8.81713E+04	9.81766E+00	-4.20697E+04	1.47592E+01	7.56624E+01	4.01127E-10
7.50000E+01	7.49558E+01	8.50000E+01	8.85665E+04	1.92616E+01	-4.25893E+04	1.43223E+01	7.47394E+01	-3.18824E-09
7.50000E+01	7.49557E+01	8.60000E+01	8.91429E+04	8.58617E+00	-4.28353E+04	1.99489E+01	7.43102E+01	-1.66375E-09
7.50000E+01	7.49558E+01	8.70000E+01	8.98149E+04	1.61068E+01	-4.30961E+04	1.55554E+01	7.38605E+01	-3.18627E-09
7.50000E+01	7.49558E+01	8.80000E+01	9.27693E+04	2.03935E+01	-4.52107E+04	3.46590E+01	7.04059E+01	-2.39946E-09
7.50000E+01	7.49556E+01	8.90000E+01	9.33191E+04	2.35765E+01	-4.55691E+04	1.16803E+01	6.98522E+01	-2.25063E-10
7.50000E+01	7.49560E+01	9.00000E+01	9.15670E+04	1.90508E+01	-4.44048E+04	2.31729E+01	7.16836E+01	4.50317E-09
7.50000E+01	7.49560E+01	9.10000E+01	9.07791E+04	1.79154E+01	-4.34787E+04	8.81417E+00	7.32106E+01	1.27437E-09
7.50000E+01	7.49560E+01	9.20000E+01	9.31199E+04	1.71583E+01	-4.56633E+04	2.08107E+01	6.97081E+01	-1.33775E-09
7.50000E+01	7.49559E+01	9.30000E+01	8.93957E+04	2.14581E+01	-4.29204E+04	1.35708E+01	7.41628E+01	2.01812E-09
7.50000E+01	7.49558E+01	9.40000E+01	9.09266E+04	9.53234E+00	-4.40164E+04	1.90176E+01	7.23162E+01	3.06123E-09
7.50000E+01	7.49561E+01	9.50000E+01	8.85833E+04	1.37123E+01	-4.23207E+04	2.55985E+01	7.52137E+01	1.63247E-09
7.50000E+01	7.49558E+01	9.60000E+01	8.96588E+04	2.83577E+00	-4.32042E+04	1.65108E+01	7.36757E+01	1.55995E-09
7.50000E+01	7.49560E+01	9.70000E+01	8.90222E+04	1.56880E+01	-4.27788E+04	1.92135E+01	7.44083E+01	-6.09876E-09
7.50000E+01	7.49556E+01	9.80000E+01	8.94040E+04	2.43549E+01	-4.28611E+04	1.84895E+01	7.42654E+01	-4.41921E-09
7.50000E+01	7.49560E+01	9.90000E+01	8.95989E+04	1.95105E+01	-4.28651E+04	1.52212E+01	7.42585E+01	-4.74224E-09
7.50000E+01	7.49559E+01	1.00000E+02	9.21106E+04	2.89125E+01	-4.49159E+04	1.87216E+01	7.08680E+01	-4.94903E-09
7.50000E+01	7.49554E+01	1.01000E+02	9.24898E+04	1.94852E+01	-4.48502E+04	1.09257E+01	7.09718E+01	-4.85629E-09
7.50000E+01	7.49556E+01	1.02000E+02	9.25417E+04	2.25830E+01	-4.47882E+04	2.67975E+01	7.10700E+01	-6.63290E-09
7.50000E+01	7.49559E+01	1.03000E+02	9.34028E+04	1.84223E+01	-4.58379E+04	2.62884E+01	6.94425E+01	-2.54312E-09
7.50000E+01	7.49558E+01	1.04000E+02	9.12542E+04	1.69332E+01	-4.39638E+04	1.81934E+01	7.24028E+01	-4.07688E-10
7.50000E+01	7.49562E+01	1.05000E+02	8.87560E+04	1.24376E+01	-4.22087E+04	1.81009E+01	7.54134E+01	4.61824E-09
7.50000E+01	7.49562E+01	1.06000E+02	8.80900E+04	2.20403E+01	-4.20129E+04	2.03259E+01	7.57648E+01	-3.52789E-09
7.50000E+01	7.49561E+01	1.07000E+02	8.96779E+04	1.28202E+01	-4.33745E+04	1.98246E+01	7.33864E+01	-1.56287E-09
7.50000E+01	7.49562E+01	1.08000E+02	8.91734E+04	1.54489E+01	-4.26585E+04	1.19129E+01	7.46181E+01	-3.94617E-09
7.50000E+01	7.49562E+01	1.09000E+02	8.75815E+04	1.57434E+01	-4.13846E+04	1.00954E+01	7.69150E+01	-1.94122E-09
7.50000E+01	7.49565E+01	1.10000E+02	8.85951E+04	2.04263E+01	-4.19846E+04	9.40009E+00	7.58159E+01	3.94035E-09
7.50000E+01	7.49565E+01	1.11000E+02	9.06860E+04	3.26418E+01	-4.36432E+04	2.19656E+01	7.29346E+01	-1.43188E-09
7.50000E+01	7.49562E+01	1.12000E+02	9.24060E+04	1.21701E+01	-4.50475E+04	2.83317E+01	7.06610E+01	-2.80239E-09
7.50000E+01	7.49557E+01	1.13000E+02	9.11154E+04	2.16707E+01	-4.35787E+04	2.57119E+01	7.30425E+01	-4.33106E-10
7.50000E+01	7.49560E+01	1.14000E+02	9.24094E+04	1.36969E+01	-4.45623E+04	1.36420E+01	7.14303E+01	-3.03030E-09
7.50000E+01	7.49560E+01	1.15000E+02	9.04875E+04	1.29688E+01	-4.35011E+04	1.50114E+01	7.31729E+01	-6.07062E-09
7.50000E+01	7.49557E+01	1.16000E+02	8.94125E+04	1.08034E+01	-4.28563E+04	1.59559E+01	7.42738E+01	-2.15509E-09
7.50000E+01	7.49561E+01	1.17000E+02	8.98783E+04	1.31927E+01	-4.30842E+04	1.05550E+01	7.38809E+01	-1.70842E-09
7.50000E+01	7.49560E+01	1.18000E+02	8.77721E+04	1.37969E+01	-4.18780E+04	1.53329E+01	7.60089E+01	1.35853E-09
7.50000E+01	7.49558E+01	1.19000E+02	8.84206E+04	1.73703E+01	-4.16692E+04	1.36869E+01	7.63898E+01	-7.59883E-10
7.50000E+01	7.49558E+01	1.20000E+02	8.69076E+04	1.46958E+01	-4.05916E+04	1.48882E+01	7.84177E+01	2.74793E-10
7.50000E+01	7.49555E+01	1.21000E+02	9.00104E+04	1.61757E+01	-4.26785E+04	2.46594E+01	7.45832E+01	-4.95916E-10
7.50000E+01	7.49550E+01	1.22000E+02	8.82302E+04	1.43969E+01	-4.15084E+04	2.25423E+01	7.66856E+01	-1.92780E-10
7.50000E+01	7.49556E+01	1.23000E+02	9.16489E+04	2.04870E+01	-4.43700E+04	1.22740E+01	7.17398E+01	7.53990E-10
7.50000E+01	7.49553E+01	1.24000E+02	8.95376E+04	1.66808E+01	-4.23749E+04	1.49554E+01	7.51176E+01	1.91692E-09
7.50000E+01	7.49552E+01	1.25000E+02	9.09833E+04	1.49185E+01	-4.36565E+04	1.65080E+01	7.29124E+01	8.38679E-11
7.50000E+01	7.49553E+01	1.26000E+02	8.92701E+04	1.32714E+01	-4.27614E+04	1.51289E+01	7.44387E+01	3.14314E-09
7.50000E+01	7.49550E+01	1.27000E+02	8.86111E+04	1.39660E+01	-4.14050E+04	8.66833E+00	7.68772E+01	8.20241E-11
7.50000E+01	7.49556E+01	1.28000E+02	9.14056E+04	1.59462E+01	-4.42048E+04	7.95724E+00	7.20080E+01	-1.11956E-09
7.50000E+01	7.49554E+01	1.29000E+02	9.16577E+04	1.23313E+01	-4.43088E+04	2.33297E+01	7.18389E+01	6.82153E-10
7.50000E+01	7.49560E+01	1.30000E+02	9.00194E+04	2.02861E+01	-4.24140E+04	1.15975E+01	7.50483E+01	-3.64779E-09
7.50000E+01	7.49555E+01	1.31000E+02	8.88846E+04	2.28834E+01	-4.18784E+04	1.72946E+01	7.60081E+01	2.26705E-10
7.50000E+01	7.49554E+01	1.32000E+02	8.99242E+04	1.35898E+01	-4.28676E+04	1.40322E+01	7.42543E+01	5.31277E-10
7.50000E+01	7.49554E+01	1.33000E+02	9.08412E+04	2.23518E+01	-4.32809E+04	1.66564E+01	7.35450E+01	-1.20149E-09
7.50000E+01	7.49554E+01	1.34000E+02	9.52937E+04	1.81915E+01	-4.73958E+04	2.55451E+01	6.71599E+01	-1.87662E-09
7.50000E+01	7.49556E+01	1.35000E+02	8.97088E+04	1.08153E+01	-4.25554E+04	1.99318E+01	7.47989E+01	-2.03355E-09
7.50000E+01	7.49558E+01	1.36000E+02	9.58975E+04	7.37780E+00	-4.90638E+04	2.55560E+01	6.48767E+01	-1.96623E-09
7.50000E+01	7.49555E+01	1.37000E+02	9.57492E+04	1.85947E+01	-4.89109E+04	1.76747E+01	6.50795E+01	1.79860E-09
7.50000E+01	7.49557E+01	1.38000E+02	9.71372E+04	1.58528E+01	-4.99352E+04	3.10617E+01	6.37446E+01	-1.14856E-09
7.50000E+01	7.49560E+01	1.39000E+02	9.08468E+04	1.69414E+01	-4.50364E+04	1.92687E+01	7.06783E+01	3.69164E-09
7.50000E+01	7.49559E+01	1.40000E+02	8.48863E+04	1.17682E+01	-3.96905E+04	1.36354E+01	8.01980E+01	-9.69691E-11
7.50000E+01	7.49562E+01	1.41000E+02	7.65161E+04	5.46882E+00	-3.06567E+04	7.26460E+00	1.03830E+02	-1.15072E-09
7.50000E+01	7.49562E+01	1.42000E+02	6.67995E+04	4.86563E+00	-1.73647E+04	7.26289E+00	1.83308E+02	5.12699E-10
7.50000E+01	7.49565E+01	1.43000E+02	5.92109E+04	4.47330E+00	-2.76102E+03	5.63842E+00	1.15287E+03	-1.11739E-09
7.50000E+01	7.49561E+01	1.44000E+02	6.24780E+04	4.03832E+00	-9.12597E+03	7.13655E+00	3.48796E+02	-6.90281E-10
1.00000E+02	9.99724E+01	1.00000E+00	1.00191E+05	1.51076E+01	-5.14590E+04	2.27839E+01	6.18570E+01	5.21286E-08
1.00000E+02	9.99722E+01	2.00000E+00	9.90260E+04	2.66467E+01	-5.04442E+04	1.42172E+01	6.31014E+01	1.40023E-08
1.00000E+02	9.99729E+01	3.00000E+00	9.75131E+04	1.66027E+01	-4.96404E+04	2.61635E+01	6.41232E+01	1.48311E-08
1.00000E+02	9.99727E+01	4.00000E+00	9.44352E+04	2.51684E+01	-4.70578E+04	1.67553E+01	6.76423E+01	1.35514E-08
1.00000E+02	9.99730E+01	5.00000E+00	1.00634E+05	2.30252E+01	-5.16732E+04	2.45154E+01	6.16006E+01	1.01210E-08
1.00000E+02	9.99725E+01	6.00000E+00	1.00162E+05	1.94792E+01	-5.13103E+04	2.11108E+01	6.20363E+01	1.16700E-08
1.00000E+02	9.99729E+01	7.00000E+00	9.92814E+04	3.08028E+01	-5.09100E+04	2.79114E+01	6.25240E+01	6.76672E-09
1.00000E+02	9.99727E+01	8.00000E+00	9.65644E+04	1.25811E+01	-4.90557E+04	1.81462E+01	6.48874E+01	1.41600E-08
1.00000E+02	9.99728E+01	9.00000E+00	9.63725E+04	2.41743E+01	-4.88809E+04	1.72179E+01	6.51195E+01	4.46604E-09
1.00000E+02	9.99725E+01	1.00000E+01	9.62063E+04	3.13661E+01	-4.83392E+04	9.51937E+00	6.58492E+01	1.58968E-09
1.00000E+02	9.99733E+01	1.10000E+01	9.46204E+04	2.39417E+01	-4.70619E+04	2.24870E+01	6.76365E+01	6.30588E-09
1.00000E+02	9.99733E+01	1.20000E+01	9.46359E+04	1.70624E+01	-4.71874E+04	1.58615E+01	6.74566E+01	5.96396E-09
1.00000E+02	9.99735E+01	1.30000E+01	9.59726E+04	1.01801E+01	-4.82764E+04	3.15048E+01	6.59348E+01	1.82583E-09
1.00000E+02	9.99732E+01	1.40000E+01	9.56708E+04	1.84723E+01	-4.83038E+04	2.23845E+01	6.58975E+01	5.51468E-09
1.00000E+02	9.99733E+01	1.50000E+01	9.67350E+04	3.56404E+01	-4.91225E+04	2.19405E+01	6.47992E+01	1.72728E-09
1.00000E+02	9.99733E+01	1.60000E+01	9.13788E+04	8.98430E+00	-4.52145E+04	2.08049E+01	7.04000E+01	-8.32452E-11
1.00000E+02	9.99735E+01	1.70000E+01	9.32590E+04	2.38765E+01	-4.65434E+04	2.36038E+01	6.83899E+01	6.96654E-09
1.00000E+02	9.99729E+01	1.80000E+01	9.84848E+04	2.56360E+01	-5.04871E+04	1.83755E+01	6.30477E+01	5.28238E-09
1.00000E+02	9.99732E+01	1.90000E+01	9.61096E+04	2.21387E+01	-4.85463E+04	1.62554E+01	6.55683E+01	-4.47601E-10
1.00000E+02	9.99730E+01	2.00000E+01	9.35117E+04	1.46802E+01	-4.62250E+04	2.30280E+01	6.88610E+01	-6.75397E-10
1.00000E+02	9.99730E+01	2.10000E+01	1.00616E+05	2.74328E+01	-5.17210E+04	2.97640E+01	6.15437E+01	2.43051E-09
1.00000E+02	9.99728E+01	2.20000E+01	9.51226E+04	2.51249E+01	-4.73951E+04	1.41429E+01	6.71610E+01	8.15273E-09
1.00000E+02	9.99725E+01	2.30000E+01	9.41731E+04	1.69445E+01	-4.68875E+04	6.23487E+00	6.78880E+01	-2.00721E-09
1.00000E+02	9.99729E+01	2.40000E+01	9.36883E+04	2.24372E+01	-4.67747E+04	2.08710E+01	6.80518E+01	3.05316E-09
1.00000E+02	9.99726E+01	2.50000E+01	9.25820E+04	1.18925E+01	-4.60093E+04	1.91988E+01	6.91838E+01	8.51193E-10
1.00000E+02	9.99728E+01	2.60000E+01	9.50329E+04	2.80587E+01	-4.81218E+04	1.60530E+01	6.61468E+01	-5.38850E-10
1.00000E+02	9.99726E+01	2.70000E+01	9.17663E+04	1.81732E+01	-4.54674E+04	1.16709E+01	7.00084E+01	5.22363E-09
1.00000E+02	9.99724E+01	2.80000E+01	9.45241E+04	1.26585E+01	-4.74248E+04	2.98978E+01	6.71189E+01	-1.69919E-09
1.00000E+02	9.99721E+01	2.90000E+01	9.50440E+04	1.78298E+01	-4.79389E+04	2.58934E+01	6.63991E+01	-1.64816E-09
1.00000E+02	9.99723E+01	3.00000E+01	9.45420E+04	1.90031E+01	-4.75237E+04	2.41637E+01	6.69792E+01	3.68331E-09
1.00000E+02	9.99723E+01	3.10000E+01	9.86216E+04	1.60055E+01	-5.02267E+04	1.81917E+01	6.33746E+01	1.73243E-09
1.00000E+02	9.99725E+01	3.20000E+01	9.30742E+04	2.01116E+01	-4.57674E+04	1.70713E+01	6.95495E+01	-1.73042E-09
