#Measurement:	IV
#Sensor type:	Diode
#Identifier:	W311-D1_30s
#Timestamp:	25.11.2016 16:6 

#Voltage	#Channel	#Current [A]
-2.0	1	-8.143E-8
-1.0	1	-3.778E-8
0.0	1	-2.766E-9
1.0	1	-4.027E-10
5.0	1	-3.008E-10
10.0	1	3.875E-12
25.0	1	2.701E-10
50.0	1	5.048E-10
75.0	1	6.854E-10
100.0	1	8.059E-10
150.0	1	1.112E-9
200.0	1	1.363E-9
250.0	1	3.766E-7
300.0	1	1.372E-6
350.0	1	2.165E-6
400.0	1	3.103E-6
500.0	1	9.576E-6
600.0	1	1.181E-5
