#Measurement:	CV
#Sensor type:	Diode
#Identifier:	W311-D1_30s
#Timestamp:	25.11.2016 16:36 

#Voltage	#Channel	#Capacity [F]
0.0	1	6.377E-11
1.0	1	7.295E-11
5.0	1	6.943E-11
10.0	1	6.301E-11
25.0	1	5.887E-11
50.0	1	5.684E-11
75.0	1	5.590E-11
100.0	1	5.537E-11
150.0	1	5.482E-11
200.0	1	5.447E-11
