#Measurement:	CV
#Sensor type:	Diode
#Identifier:	W311-D1_2s
#Timestamp:	25.11.2016 16:28 

#Voltage	#Channel	#Capacity [F]
0.0	1	9.672E-11
1.0	1	9.251E-11
5.0	1	8.584E-11
10.0	1	7.949E-11
25.0	1	6.978E-11
50.0	1	6.200E-11
75.0	1	5.915E-11
100.0	1	5.763E-11
150.0	1	5.654E-11
200.0	1	5.581E-11
