#Measurement:	IV
#Sensor type:	Diode
#Identifier:	W311-D1_10s
#Timestamp:	25.11.2016 15:35 

#Voltage	#Channel	#Current [A]
-2.0	1	-8.145E-8
-1.0	1	-3.777E-8
0.0	1	-2.768E-9
1.0	1	-3.969E-10
5.0	1	-2.926E-10
10.0	1	-8.873E-11
25.0	1	2.008E-10
50.0	1	5.281E-10
75.0	1	7.669E-10
100.0	1	9.580E-10
150.0	1	1.404E-9
200.0	1	1.784E-9
250.0	1	2.097E-9
300.0	1	2.396E-9
350.0	1	2.669E-9
400.0	1	5.508E-6
500.0	1	9.647E-6
600.0	1	1.175E-5
