#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               -1.0 C
#  Switchcard temperature:              24.4 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#Voltage	#Channel	#C_parallel	#Tot. curr.	#Act. vlt.
#[V]     	#         	#[pF]       #[nA]        	#[V]
1.70000E+02	5.00000E+00	6.15401E+01	7.55397E-09	1.70003E+02
1.70000E+02	6.00000E+00	6.19705E+01	8.47938E-09	1.70004E+02
1.70000E+02	7.00000E+00	6.24564E+01	7.01811E-09	1.70004E+02
1.70000E+02	8.00000E+00	6.48094E+01	3.03172E-09	1.70004E+02
1.70000E+02	9.00000E+00	6.50481E+01	7.32503E-09	1.70004E+02
1.70000E+02	1.00000E+01	6.57439E+01	9.88698E-09	1.70004E+02
1.70000E+02	1.10000E+01	6.75710E+01	1.21048E-08	1.70005E+02
1.70000E+02	1.20000E+01	6.74014E+01	7.39196E-09	1.70005E+02
1.70000E+02	1.30000E+01	6.58590E+01	-4.25837E-10	1.70004E+02
1.70000E+02	1.40000E+01	6.58267E+01	2.53788E-09	1.70004E+02
1.70000E+02	1.50000E+01	6.47359E+01	4.48534E-09	1.70004E+02
1.70000E+02	1.60000E+01	7.03060E+01	8.98861E-09	1.70004E+02
1.70000E+02	1.70000E+01	6.83225E+01	5.26918E-09	1.70004E+02
1.70000E+02	1.80000E+01	6.29858E+01	3.11073E-09	1.70004E+02
1.70000E+02	1.90000E+01	6.55092E+01	6.47794E-10	1.70004E+02
1.70000E+02	2.00000E+01	6.88155E+01	1.51894E-09	1.70004E+02
1.70000E+02	2.10000E+01	6.14800E+01	8.15803E-09	1.70004E+02
1.70000E+02	2.20000E+01	6.70869E+01	4.72300E-09	1.70004E+02
1.70000E+02	2.30000E+01	6.78611E+01	-5.75697E-10	1.70004E+02
1.70000E+02	2.40000E+01	6.80055E+01	-2.61370E-09	1.70004E+02
1.70000E+02	2.50000E+01	6.90899E+01	2.22972E-09	1.70004E+02
1.70000E+02	2.60000E+01	6.61073E+01	3.21645E-09	1.70004E+02
1.70000E+02	2.70000E+01	6.99687E+01	5.16177E-10	1.70004E+02
1.70000E+02	2.80000E+01	6.70655E+01	2.53653E-09	1.70004E+02
1.70000E+02	2.90000E+01	6.63203E+01	5.44849E-09	1.70003E+02
1.70000E+02	3.00000E+01	6.69051E+01	3.19152E-09	1.70003E+02
1.70000E+02	3.10000E+01	6.33067E+01	-6.38283E-10	1.70004E+02
1.70000E+02	3.20000E+01	6.94808E+01	2.30668E-09	1.70004E+02
1.70000E+02	3.30000E+01	6.70676E+01	1.43307E-09	1.70004E+02
1.70000E+02	3.40000E+01	6.83833E+01	-2.74139E-09	1.70003E+02
1.70000E+02	3.50000E+01	6.76005E+01	5.44681E-09	1.70003E+02
1.70000E+02	3.60000E+01	6.56072E+01	-2.72505E-09	1.70004E+02
1.70000E+02	3.70000E+01	7.17936E+01	-3.86153E-09	1.70003E+02
1.70000E+02	3.80000E+01	6.77023E+01	1.00586E-09	1.70003E+02
1.70000E+02	3.90000E+01	6.90620E+01	1.51462E-10	1.70003E+02
1.70000E+02	4.00000E+01	7.08456E+01	6.23564E-10	1.70003E+02
1.70000E+02	4.10000E+01	6.51979E+01	-2.41148E-09	1.70003E+02
1.70000E+02	4.20000E+01	6.72696E+01	-2.50376E-09	1.70004E+02
1.70000E+02	4.30000E+01	6.95951E+01	-2.74066E-09	1.70004E+02
1.70000E+02	4.40000E+01	6.49668E+01	2.36255E-09	1.70003E+02
1.70000E+02	4.50000E+01	6.40348E+01	-1.95436E-09	1.70003E+02
1.70000E+02	4.60000E+01	6.91598E+01	2.25839E-09	1.70004E+02
1.70000E+02	4.70000E+01	6.97243E+01	1.32817E-09	1.70003E+02
1.70000E+02	4.80000E+01	7.11849E+01	-1.48155E-09	1.70003E+02
1.70000E+02	4.90000E+01	7.31047E+01	5.27910E-09	1.70004E+02
1.70000E+02	5.00000E+01	7.13866E+01	1.09367E-09	1.70003E+02
1.70000E+02	5.10000E+01	6.74300E+01	1.85924E-09	1.70004E+02
1.70000E+02	5.20000E+01	7.30775E+01	1.35450E-09	1.70003E+02
1.70000E+02	5.30000E+01	6.85113E+01	-4.92415E-09	1.70003E+02
1.70000E+02	5.40000E+01	6.68280E+01	-3.07705E-09	1.70003E+02
1.70000E+02	5.50000E+01	6.97362E+01	2.12563E-09	1.70003E+02
1.70000E+02	5.60000E+01	7.09155E+01	-1.69741E-09	1.70003E+02
1.70000E+02	5.70000E+01	6.50760E+01	-1.40271E-09	1.70003E+02
1.70000E+02	5.80000E+01	7.14224E+01	3.55002E-10	1.70004E+02
1.70000E+02	5.90000E+01	7.20069E+01	5.40626E-09	1.70004E+02
1.70000E+02	6.00000E+01	7.39269E+01	3.89948E-09	1.70004E+02
1.70000E+02	6.10000E+01	7.15162E+01	-1.46289E-09	1.70004E+02
1.70000E+02	6.20000E+01	6.81495E+01	4.29094E-09	1.70004E+02
1.70000E+02	6.30000E+01	7.06807E+01	1.58464E-09	1.70003E+02
1.70000E+02	6.40000E+01	7.03969E+01	-1.02790E-09	1.70004E+02
1.70000E+02	6.50000E+01	6.95739E+01	-1.92129E-09	1.70004E+02
1.70000E+02	6.60000E+01	7.09714E+01	-1.36373E-09	1.70004E+02
1.70000E+02	6.70000E+01	7.07948E+01	-1.35516E-09	1.70004E+02
1.70000E+02	6.80000E+01	6.51809E+01	2.98216E-09	1.70003E+02
1.70000E+02	6.90000E+01	7.01215E+01	3.08688E-10	1.70003E+02
1.70000E+02	7.00000E+01	7.28729E+01	9.98152E-11	1.70003E+02
1.70000E+02	7.10000E+01	7.27068E+01	-3.49559E-09	1.70003E+02
1.70000E+02	7.20000E+01	7.25602E+01	-4.92336E-09	1.70003E+02
1.70000E+02	7.30000E+01	7.31224E+01	-3.63663E-09	1.70003E+02
1.70000E+02	7.40000E+01	7.27292E+01	-5.75637E-09	1.70003E+02
1.70000E+02	7.50000E+01	7.08586E+01	-6.60659E-09	1.70003E+02
1.70000E+02	7.60000E+01	7.18313E+01	-2.94512E-09	1.70003E+02
1.70000E+02	7.70000E+01	6.83789E+01	-5.50354E-10	1.70003E+02
1.70000E+02	7.80000E+01	6.70590E+01	5.58270E-09	1.70003E+02
1.70000E+02	7.90000E+01	6.78555E+01	-3.58429E-09	1.70003E+02
1.70000E+02	8.00000E+01	6.78475E+01	-1.52550E-09	1.70003E+02
1.70000E+02	8.10000E+01	6.94291E+01	2.77538E-09	1.70003E+02
1.70000E+02	8.20000E+01	7.27715E+01	1.08800E-09	1.70003E+02
1.70000E+02	8.30000E+01	7.43339E+01	-4.42915E-09	1.70004E+02
1.70000E+02	8.40000E+01	7.55752E+01	4.38268E-09	1.70003E+02
1.70000E+02	8.50000E+01	7.46688E+01	-5.60415E-10	1.70003E+02
1.70000E+02	8.60000E+01	7.41806E+01	1.91087E-09	1.70003E+02
1.70000E+02	8.70000E+01	7.37316E+01	4.27531E-10	1.70004E+02
1.70000E+02	8.80000E+01	7.03294E+01	2.45038E-10	1.70004E+02
1.70000E+02	8.90000E+01	6.97890E+01	-4.36639E-10	1.70003E+02
1.70000E+02	9.00000E+01	7.16153E+01	-2.03567E-09	1.70003E+02
1.70000E+02	9.10000E+01	7.31221E+01	-2.28399E-09	1.70003E+02
1.70000E+02	9.20000E+01	6.96138E+01	-3.96673E-09	1.70003E+02
1.70000E+02	9.30000E+01	7.40636E+01	-4.60698E-09	1.70002E+02
1.70000E+02	9.40000E+01	7.22186E+01	-1.16879E-10	1.70002E+02
1.70000E+02	9.50000E+01	7.50984E+01	-7.54497E-10	1.70003E+02
1.70000E+02	9.60000E+01	7.35615E+01	-1.11885E-09	1.70003E+02
1.70000E+02	9.70000E+01	7.43262E+01	-5.92118E-10	1.70003E+02
1.70000E+02	9.80000E+01	7.41475E+01	-4.80106E-10	1.70003E+02
1.70000E+02	9.90000E+01	7.42137E+01	-7.24708E-10	1.70003E+02
1.70000E+02	1.00000E+02	7.08387E+01	-3.24233E-10	1.70003E+02
1.70000E+02	1.01000E+02	7.08570E+01	-1.08125E-09	1.70003E+02
1.70000E+02	1.02000E+02	7.09576E+01	-2.15474E-09	1.70003E+02
1.70000E+02	1.03000E+02	6.93429E+01	3.59389E-09	1.70004E+02
1.70000E+02	1.04000E+02	7.23027E+01	-4.99035E-09	1.70003E+02
1.70000E+02	1.05000E+02	7.53453E+01	4.10411E-09	1.70003E+02
1.70000E+02	1.06000E+02	7.56932E+01	-3.16990E-09	1.70003E+02
1.70000E+02	1.07000E+02	7.33085E+01	-1.38115E-09	1.70004E+02
1.70000E+02	1.08000E+02	7.45215E+01	6.58396E-10	1.70003E+02
1.70000E+02	1.09000E+02	7.68380E+01	-3.32868E-10	1.70003E+02
1.70000E+02	1.10000E+02	7.57299E+01	2.31262E-09	1.70003E+02
1.70000E+02	1.11000E+02	7.28122E+01	-8.86635E-10	1.70003E+02
1.70000E+02	1.12000E+02	7.05643E+01	1.83653E-09	1.70003E+02
1.70000E+02	1.13000E+02	7.29627E+01	-3.58816E-10	1.70003E+02
1.70000E+02	1.14000E+02	7.13163E+01	1.78170E-09	1.70003E+02
1.70000E+02	1.15000E+02	7.30591E+01	3.06226E-09	1.70003E+02
1.70000E+02	1.16000E+02	7.41414E+01	-5.13470E-09	1.70003E+02
1.70000E+02	1.17000E+02	7.38178E+01	-1.76505E-09	1.70003E+02
1.70000E+02	1.18000E+02	7.59234E+01	-2.10885E-09	1.70003E+02
1.70000E+02	1.19000E+02	7.62757E+01	-3.11218E-10	1.70003E+02
1.70000E+02	1.20000E+02	7.83215E+01	-4.82659E-09	1.70004E+02
1.70000E+02	1.21000E+02	7.44569E+01	-2.87951E-09	1.70004E+02
1.70000E+02	1.22000E+02	7.66168E+01	-5.32319E-09	1.70004E+02
1.70000E+02	1.23000E+02	7.16289E+01	-1.88051E-09	1.70004E+02
1.70000E+02	1.24000E+02	7.49829E+01	-4.73456E-09	1.70004E+02
1.70000E+02	1.25000E+02	7.28226E+01	-5.74010E-09	1.70004E+02
1.70000E+02	1.26000E+02	7.43599E+01	-5.86212E-09	1.70004E+02
1.70000E+02	1.27000E+02	7.67561E+01	-4.93071E-09	1.70004E+02
1.70000E+02	1.28000E+02	7.19297E+01	-5.12241E-09	1.70004E+02
1.70000E+02	1.29000E+02	7.17545E+01	-5.15869E-09	1.70004E+02
1.70000E+02	1.30000E+02	7.49816E+01	-3.37211E-09	1.70004E+02
1.70000E+02	1.31000E+02	7.58903E+01	-3.88889E-09	1.70004E+02
1.70000E+02	1.32000E+02	7.41392E+01	-5.24245E-09	1.70004E+02
1.70000E+02	1.33000E+02	7.34495E+01	-2.97699E-09	1.70004E+02
1.70000E+02	1.34000E+02	6.70591E+01	-8.12515E-11	1.70004E+02
1.70000E+02	1.35000E+02	7.46834E+01	2.83225E-09	1.70004E+02
1.70000E+02	1.36000E+02	6.48020E+01	-3.97099E-09	1.70004E+02
1.70000E+02	1.37000E+02	6.50258E+01	-3.35744E-09	1.70004E+02
1.70000E+02	1.38000E+02	6.36725E+01	-4.57599E-09	1.70004E+02
1.70000E+02	1.39000E+02	7.05570E+01	-2.20633E-09	1.70004E+02
1.70000E+02	1.40000E+02	8.01184E+01	-4.03275E-09	1.70004E+02
1.70000E+02	1.41000E+02	1.03734E+02	-1.64853E-09	1.70004E+02
1.70000E+02	1.42000E+02	1.82934E+02	-4.07865E-09	1.70004E+02
1.70000E+02	1.43000E+02	1.13502E+03	-1.54189E-09	1.70004E+02
1.70000E+02	1.44000E+02	3.47635E+02	-4.27208E-09	1.70004E+02
1.80000E+02	1.00000E+00	6.16041E+01	6.65843E-09	1.79998E+02
1.80000E+02	2.00000E+00	6.29206E+01	1.21582E-08	1.79997E+02
1.80000E+02	3.00000E+00	6.39422E+01	5.31723E-09	1.79998E+02
1.80000E+02	4.00000E+00	6.74865E+01	9.02180E-10	1.79998E+02
1.80000E+02	5.00000E+00	6.14343E+01	1.14967E-08	1.79998E+02
1.80000E+02	6.00000E+00	6.18987E+01	1.38557E-09	1.79998E+02
1.80000E+02	7.00000E+00	6.23887E+01	4.10459E-09	1.79998E+02
1.80000E+02	8.00000E+00	6.47515E+01	1.67412E-09	1.79998E+02
1.80000E+02	9.00000E+00	6.50061E+01	3.84176E-09	1.79998E+02
1.80000E+02	1.00000E+01	6.57504E+01	1.32311E-10	1.79998E+02
1.80000E+02	1.10000E+01	6.75483E+01	2.68666E-09	1.79998E+02
1.80000E+02	1.20000E+01	6.73932E+01	1.68443E-09	1.79998E+02
1.80000E+02	1.30000E+01	6.58624E+01	8.13935E-09	1.79998E+02
1.80000E+02	1.40000E+01	6.58118E+01	-2.40560E-09	1.79998E+02
1.80000E+02	1.50000E+01	6.47232E+01	3.51137E-09	1.79998E+02
1.80000E+02	1.60000E+01	7.02868E+01	4.18264E-09	1.79998E+02
1.80000E+02	1.70000E+01	6.83085E+01	3.30237E-09	1.79998E+02
1.80000E+02	1.80000E+01	6.29831E+01	2.62142E-10	1.79998E+02
1.80000E+02	1.90000E+01	6.54704E+01	5.33783E-09	1.79998E+02
1.80000E+02	2.00000E+01	6.87999E+01	1.51170E-09	1.79998E+02
1.80000E+02	2.10000E+01	6.14762E+01	-2.35924E-09	1.79998E+02
1.80000E+02	2.20000E+01	6.70465E+01	3.29759E-09	1.79998E+02
1.80000E+02	2.30000E+01	6.78227E+01	4.91264E-09	1.79998E+02
1.80000E+02	2.40000E+01	6.79645E+01	1.50134E-09	1.79998E+02
1.80000E+02	2.50000E+01	6.90756E+01	-1.10709E-09	1.79998E+02
1.80000E+02	2.60000E+01	6.60859E+01	4.30758E-09	1.79998E+02
1.80000E+02	2.70000E+01	6.99457E+01	-2.76897E-09	1.79998E+02
1.80000E+02	2.80000E+01	6.70443E+01	-1.85297E-09	1.79998E+02
1.80000E+02	2.90000E+01	6.63188E+01	1.24020E-09	1.79998E+02
1.80000E+02	3.00000E+01	6.69052E+01	6.87167E-09	1.79998E+02
1.80000E+02	3.10000E+01	6.32829E+01	6.00397E-09	1.79998E+02
1.80000E+02	3.20000E+01	6.94534E+01	1.15675E-09	1.79998E+02
1.80000E+02	3.30000E+01	6.70404E+01	-4.43356E-09	1.79998E+02
1.80000E+02	3.40000E+01	6.83715E+01	-1.97263E-09	1.79998E+02
1.80000E+02	3.50000E+01	6.76116E+01	-1.93116E-09	1.79998E+02
1.80000E+02	3.60000E+01	6.55897E+01	1.29108E-10	1.79998E+02
1.80000E+02	3.70000E+01	7.17863E+01	-2.15055E-10	1.79998E+02
1.80000E+02	3.80000E+01	6.76736E+01	8.02168E-10	1.79998E+02
1.80000E+02	3.90000E+01	6.90481E+01	1.70083E-09	1.79998E+02
1.80000E+02	4.00000E+01	7.08608E+01	-7.13970E-10	1.79998E+02
1.80000E+02	4.10000E+01	6.52229E+01	4.82913E-09	1.79998E+02
1.80000E+02	4.20000E+01	6.72594E+01	-6.19354E-10	1.79998E+02
1.80000E+02	4.30000E+01	6.95554E+01	-3.22937E-09	1.79998E+02
1.80000E+02	4.40000E+01	6.49799E+01	-2.26947E-10	1.79997E+02
1.80000E+02	4.50000E+01	6.40304E+01	-3.39575E-09	1.79998E+02
1.80000E+02	4.60000E+01	6.91379E+01	-5.29904E-10	1.79998E+02
1.80000E+02	4.70000E+01	6.97127E+01	-3.86608E-09	1.79999E+02
1.80000E+02	4.80000E+01	7.11777E+01	-1.66298E-09	1.79998E+02
1.80000E+02	4.90000E+01	7.30839E+01	-5.40543E-09	1.79998E+02
1.80000E+02	5.00000E+01	7.13759E+01	3.29922E-09	1.79998E+02
1.80000E+02	5.10000E+01	6.74196E+01	-1.05645E-10	1.79998E+02
1.80000E+02	5.20000E+01	7.30702E+01	-1.84894E-09	1.79998E+02
1.80000E+02	5.30000E+01	1.60763E-31		-3.06588E-09	1.79998E+02
1.80000E+02	5.40000E+01	6.67907E+01	-4.14143E-09	1.79998E+02
1.80000E+02	5.50000E+01	6.97036E+01	3.73064E-09	1.79998E+02
1.80000E+02	5.60000E+01	7.09051E+01	-3.60842E-10	1.79998E+02
1.80000E+02	5.70000E+01	6.50320E+01	-3.03240E-09	1.79998E+02
1.80000E+02	5.80000E+01	7.14375E+01	5.04736E-10	1.79998E+02
1.80000E+02	5.90000E+01	7.19412E+01	3.95290E-09	1.79998E+02
1.80000E+02	6.00000E+01	7.39075E+01	1.18366E-09	1.79998E+02
1.80000E+02	6.10000E+01	7.15146E+01	2.63029E-09	1.79998E+02
1.80000E+02	6.20000E+01	6.81295E+01	-1.34862E-10	1.79998E+02
1.80000E+02	6.30000E+01	7.06395E+01	-3.84896E-09	1.79997E+02
1.80000E+02	6.40000E+01	7.03986E+01	-3.82430E-10	1.79998E+02
1.80000E+02	6.50000E+01	6.95699E+01	4.71470E-09	1.79998E+02
1.80000E+02	6.60000E+01	7.09699E+01	2.55950E-09	1.79998E+02
1.80000E+02	6.70000E+01	7.07904E+01	-1.68742E-09	1.79998E+02
1.80000E+02	6.80000E+01	6.51721E+01	-7.56124E-10	1.79998E+02
1.80000E+02	6.90000E+01	7.00960E+01	5.27190E-09	1.79997E+02
1.80000E+02	7.00000E+01	7.28425E+01	1.60007E-09	1.79998E+02
1.80000E+02	7.10000E+01	7.27111E+01	3.05181E-09	1.79998E+02
1.80000E+02	7.20000E+01	7.25278E+01	-6.38261E-09	1.79997E+02
1.80000E+02	7.30000E+01	7.31169E+01	-4.87721E-09	1.79998E+02
1.80000E+02	7.40000E+01	7.27372E+01	-6.11818E-09	1.79998E+02
1.80000E+02	7.50000E+01	7.08261E+01	4.69473E-10	1.79998E+02
1.80000E+02	7.60000E+01	7.18435E+01	-2.33063E-09	1.79998E+02
1.80000E+02	7.70000E+01	6.84005E+01	-4.50503E-10	1.79998E+02
1.80000E+02	7.80000E+01	6.70544E+01	-1.19397E-09	1.79998E+02
1.80000E+02	7.90000E+01	6.78218E+01	-3.23951E-09	1.79998E+02
1.80000E+02	8.00000E+01	6.78259E+01	3.46572E-09	1.79998E+02
1.80000E+02	8.10000E+01	6.93761E+01	-4.24767E-09	1.79997E+02
1.80000E+02	8.20000E+01	7.27823E+01	-5.42410E-09	1.79997E+02
1.80000E+02	8.30000E+01	7.43150E+01	-6.10011E-09	1.79998E+02
1.80000E+02	8.40000E+01	7.55779E+01	2.92406E-09	1.79997E+02
1.80000E+02	8.50000E+01	7.46312E+01	-2.72396E-09	1.79998E+02
1.80000E+02	8.60000E+01	7.41528E+01	1.51799E-09	1.79997E+02
1.80000E+02	8.70000E+01	7.37128E+01	-3.24546E-09	1.79998E+02
1.80000E+02	8.80000E+01	7.02926E+01	3.96945E-09	1.79998E+02
1.80000E+02	8.90000E+01	6.97625E+01	1.87817E-09	1.79998E+02
1.80000E+02	9.00000E+01	7.15817E+01	-3.60195E-09	1.79998E+02
1.80000E+02	9.10000E+01	7.31009E+01	3.44304E-09	1.79997E+02
1.80000E+02	9.20000E+01	6.95906E+01	-3.96642E-09	1.79997E+02
1.80000E+02	9.30000E+01	7.40892E+01	-5.13100E-09	1.79998E+02
1.80000E+02	9.40000E+01	7.22164E+01	-2.97657E-09	1.79998E+02
1.80000E+02	9.50000E+01	7.51151E+01	-2.41351E-09	1.79997E+02
1.80000E+02	9.60000E+01	7.35480E+01	-2.94224E-09	1.79997E+02
1.80000E+02	9.70000E+01	7.42860E+01	4.12290E-09	1.79998E+02
1.80000E+02	9.80000E+01	7.41574E+01	-1.84692E-09	1.79998E+02
1.80000E+02	9.90000E+01	7.41879E+01	3.54338E-09	1.79998E+02
1.80000E+02	1.00000E+02	7.07941E+01	-7.38260E-11	1.79998E+02
1.80000E+02	1.01000E+02	7.08334E+01	3.56542E-09	1.79997E+02
1.80000E+02	1.02000E+02	7.09579E+01	-1.15816E-09	1.79997E+02
1.80000E+02	1.03000E+02	6.93507E+01	8.10529E-10	1.79997E+02
1.80000E+02	1.04000E+02	7.22708E+01	-3.18922E-09	1.79998E+02
1.80000E+02	1.05000E+02	7.53444E+01	-2.15395E-09	1.79998E+02
1.80000E+02	1.06000E+02	7.56273E+01	1.06565E-09	1.79997E+02
1.80000E+02	1.07000E+02	7.32714E+01	-2.89545E-09	1.79997E+02
1.80000E+02	1.08000E+02	7.44933E+01	1.12124E-09	1.79997E+02
1.80000E+02	1.09000E+02	7.68296E+01	-2.95602E-09	1.79997E+02
1.80000E+02	1.10000E+02	7.57206E+01	1.52237E-09	1.79997E+02
1.80000E+02	1.11000E+02	7.28395E+01	-1.94063E-09	1.79997E+02
1.80000E+02	1.12000E+02	7.05443E+01	2.40412E-09	1.79997E+02
1.80000E+02	1.13000E+02	7.29596E+01	2.18525E-10	1.79997E+02
1.80000E+02	1.14000E+02	7.13484E+01	-3.46564E-09	1.79997E+02
1.80000E+02	1.15000E+02	7.30889E+01	-2.77446E-09	1.79997E+02
1.80000E+02	1.16000E+02	7.41735E+01	-6.24066E-09	1.79997E+02
1.80000E+02	1.17000E+02	7.37794E+01	-7.14285E-10	1.79997E+02
1.80000E+02	1.18000E+02	7.59194E+01	1.96213E-09	1.79997E+02
1.80000E+02	1.19000E+02	7.62591E+01	-7.20591E-10	1.79997E+02
1.80000E+02	1.20000E+02	7.82866E+01	2.39273E-09	1.79998E+02
1.80000E+02	1.21000E+02	7.44610E+01	8.90299E-11	1.79997E+02
1.80000E+02	1.22000E+02	7.66010E+01	-4.39174E-10	1.79997E+02
1.80000E+02	1.23000E+02	7.16639E+01	1.36869E-10	1.79997E+02
1.80000E+02	1.24000E+02	7.49922E+01	-4.77801E-10	1.79997E+02
1.80000E+02	1.25000E+02	7.28223E+01	-7.77994E-10	1.79997E+02
1.80000E+02	1.26000E+02	7.43560E+01	2.48413E-09	1.79997E+02
1.80000E+02	1.27000E+02	7.67667E+01	6.95328E-10	1.79997E+02
1.80000E+02	1.28000E+02	7.19549E+01	-2.52990E-10	1.79997E+02
1.80000E+02	1.29000E+02	7.17215E+01	-6.06160E-10	1.79997E+02
1.80000E+02	1.30000E+02	7.49633E+01	-4.39560E-09	1.79997E+02
1.80000E+02	1.31000E+02	7.58784E+01	1.82779E-09	1.79998E+02
1.80000E+02	1.32000E+02	7.41378E+01	-2.74014E-09	1.79997E+02
1.80000E+02	1.33000E+02	7.34478E+01	3.14878E-09	1.79997E+02
1.80000E+02	1.34000E+02	6.70540E+01	1.81410E-09	1.79997E+02
1.80000E+02	1.35000E+02	7.46789E+01	-3.11570E-09	1.79997E+02
1.80000E+02	1.36000E+02	6.47976E+01	-3.63643E-09	1.79997E+02
1.80000E+02	1.37000E+02	6.49886E+01	2.99385E-09	1.79997E+02
1.80000E+02	1.38000E+02	6.36593E+01	1.86661E-09	1.79997E+02
1.80000E+02	1.39000E+02	7.05812E+01	-3.83354E-09	1.79998E+02
1.80000E+02	1.40000E+02	8.01066E+01	-4.84618E-09	1.79997E+02
1.80000E+02	1.41000E+02	1.03687E+02	3.14436E-09	1.79997E+02
1.80000E+02	1.42000E+02	1.82849E+02	-2.86968E-10	1.79997E+02
1.80000E+02	1.43000E+02	1.13304E+03	4.35309E-09	1.79997E+02
1.80000E+02	1.44000E+02	3.47164E+02	3.97851E-10	1.79997E+02
1.90000E+02	1.00000E+00	6.16108E+01	1.14028E-08	1.89987E+02
1.90000E+02	2.00000E+00	6.29098E+01	7.65069E-09	1.89986E+02
1.90000E+02	3.00000E+00	6.39311E+01	6.20838E-09	1.89987E+02
1.90000E+02	4.00000E+00	6.74661E+01	3.34266E-09	1.89986E+02
1.90000E+02	5.00000E+00	6.14597E+01	1.18980E-08	1.89987E+02
1.90000E+02	6.00000E+00	6.18835E+01	2.28116E-09	1.89987E+02
1.90000E+02	7.00000E+00	6.24017E+01	3.42994E-10	1.89986E+02
1.90000E+02	8.00000E+00	6.47539E+01	1.12015E-08	1.89986E+02
1.90000E+02	9.00000E+00	6.50195E+01	3.50195E-09	1.89986E+02
1.90000E+02	1.00000E+01	6.57121E+01	2.13400E-10	1.89986E+02
1.90000E+02	1.10000E+01	6.75421E+01	-2.52443E-09	1.89986E+02
1.90000E+02	1.20000E+01	6.73962E+01	3.71203E-09	1.89986E+02
1.90000E+02	1.30000E+01	6.58466E+01	2.52794E-09	1.89987E+02
1.90000E+02	1.40000E+01	6.58020E+01	-5.71663E-10	1.89987E+02
1.90000E+02	1.50000E+01	6.47127E+01	3.22770E-09	1.89987E+02
1.90000E+02	1.60000E+01	7.02946E+01	1.66017E-09	1.89986E+02
1.90000E+02	1.70000E+01	6.82948E+01	2.13634E-09	1.89987E+02
1.90000E+02	1.80000E+01	6.29501E+01	-1.52829E-09	1.89986E+02
1.90000E+02	1.90000E+01	6.54569E+01	7.12966E-09	1.89987E+02
1.90000E+02	2.00000E+01	6.87697E+01	2.73456E-09	1.89987E+02
1.90000E+02	2.10000E+01	6.14371E+01	8.84495E-10	1.89987E+02
1.90000E+02	2.20000E+01	6.70446E+01	-1.90769E-10	1.89987E+02
1.90000E+02	2.30000E+01	6.78174E+01	-3.67277E-10	1.89987E+02
1.90000E+02	2.40000E+01	6.79753E+01	7.40491E-09	1.89987E+02
1.90000E+02	2.50000E+01	6.90784E+01	3.51360E-09	1.89987E+02
1.90000E+02	2.60000E+01	6.61043E+01	-6.56128E-10	1.89987E+02
1.90000E+02	2.70000E+01	6.99525E+01	1.05580E-09	1.89986E+02
1.90000E+02	2.80000E+01	6.70287E+01	1.04840E-09	1.89987E+02
1.90000E+02	2.90000E+01	6.62776E+01	-2.73746E-09	1.89986E+02
1.90000E+02	3.00000E+01	6.69017E+01	4.11198E-09	1.89986E+02
1.90000E+02	3.10000E+01	6.32737E+01	2.61602E-09	1.89986E+02
1.90000E+02	3.20000E+01	6.94584E+01	1.87935E-10	1.89986E+02
1.90000E+02	3.30000E+01	6.70443E+01	5.79998E-09	1.89986E+02
1.90000E+02	3.40000E+01	6.83725E+01	2.22314E-09	1.89986E+02
1.90000E+02	3.50000E+01	6.76056E+01	2.37518E-10	1.89986E+02
1.90000E+02	3.60000E+01	6.55956E+01	-2.41023E-09	1.89986E+02
1.90000E+02	3.70000E+01	7.17767E+01	2.39813E-09	1.89986E+02
1.90000E+02	3.80000E+01	6.76744E+01	-2.14398E-09	1.89986E+02
1.90000E+02	3.90000E+01	6.90681E+01	6.10866E-09	1.89986E+02
1.90000E+02	4.00000E+01	7.08217E+01	3.03471E-10	1.89986E+02
1.90000E+02	4.10000E+01	6.51654E+01	-2.98276E-10	1.89986E+02
1.90000E+02	4.20000E+01	6.72663E+01	-4.25811E-09	1.89987E+02
1.90000E+02	4.30000E+01	6.95471E+01	2.87578E-09	1.89986E+02
1.90000E+02	4.40000E+01	6.49195E+01	-2.55518E-09	1.89987E+02
1.90000E+02	4.50000E+01	6.40188E+01	-2.89523E-09	1.89987E+02
1.90000E+02	4.60000E+01	6.91048E+01	3.61906E-09	1.89986E+02
1.90000E+02	4.70000E+01	6.97165E+01	6.84999E-10	1.89986E+02
1.90000E+02	4.80000E+01	7.11708E+01	-2.53428E-09	1.89987E+02
1.90000E+02	4.90000E+01	7.30677E+01	4.64405E-09	1.89987E+02
1.90000E+02	5.00000E+01	7.13543E+01	-1.24563E-09	1.89987E+02
1.90000E+02	5.10000E+01	6.74151E+01	-1.42403E-09	1.89986E+02
1.90000E+02	5.20000E+01	7.30539E+01	3.64276E-09	1.89986E+02
1.90000E+02	5.30000E+01	6.84562E+01	3.29267E-10	1.89986E+02
1.90000E+02	5.40000E+01	6.68007E+01	-1.62069E-09	1.89986E+02
