#Measurement:		CV
#Sensor type:		HPK_6in_256
#Invert polarity:		0
#Needle measurement:	0
#Identifier:		open_correction_small_steps
#Timestamp:		2.8.2017 21:17 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		0.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		50000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		
#VISA source:		Source_2410
#VISA DMM:		KEITHLEY_6487
#VISA LCR:		LCR_E4980
#HexPlot cmd:		HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\hex_positions_HPK_256ch_6inch_testcap.txt"
#HexPlot on matrix cmd:	HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\switch_matrix.txt" -m "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\maps\Probe_card_HPK_6in_256ch.txt" 
#Comments:		

#Voltage	#Channel	#Cp        	#Error      	#Tot. curr.	#Act. vlt.	#Time   	#Temp	#Hum.	#Cs        	#Error     	#Impedance 	#Error      	#Phase      	#Error     	#Cp uncorr.	#Cs uncorr.
#[V]    	#       	#[pF]      	#[pF]       	#[nA]      	#[V]      	#[s]    	#[C] 	#[%] 	#[pF]      	#[pF]      	#[Ohm]     	#[Ohm]      	#[Rad]      	#[Rad]     	#[pF]      	#[pF]      
0.0     	68      	4.272649E+1	7.563285E-7 	2.97E-1    	0.00      	103.64  	22.8 	46.5 	5.487916E+1	1.441728E-3	6.573517E+4	1.504438E+0 	-1.080850E+0	1.000000E-5	4.272649E+1	5.487916E+1
0.0     	69      	4.579380E+1	4.414367E-7 	2.97E-1    	0.00      	104.55  	22.8 	46.5 	5.998178E+1	1.794261E-3	6.073473E+4	1.242310E+0 	-1.062887E+0	2.081666E-5	4.579380E+1	5.998178E+1
0.0     	70      	4.543152E+1	1.911762E-7 	2.97E-1    	0.00      	105.46  	22.8 	46.5 	5.932507E+1	1.535412E-3	6.131297E+4	9.865766E-1 	-1.065650E+0	2.000000E-5	4.543152E+1	5.932507E+1
0.0     	71      	4.484076E+1	6.405122E-7 	3.20E-1    	0.00      	106.37  	22.8 	46.5 	5.845890E+1	6.801352E-4	6.217107E+4	7.767453E-1 	-1.067117E+0	1.527525E-5	4.484076E+1	5.845890E+1
0.0     	72      	4.373198E+1	2.615390E-8 	3.20E-1    	0.00      	108.64  	22.8 	46.5 	5.681693E+1	6.131629E-4	6.385747E+4	3.785939E-1 	-1.070260E+0	1.000000E-5	4.373198E+1	5.681693E+1
0.0     	73      	4.663425E+1	6.814064E-7 	3.20E-1    	0.00      	109.53  	22.8 	46.5 	6.150276E+1	1.183558E-3	5.943610E+4	1.081665E+0 	-1.056773E+0	5.773503E-6	4.663425E+1	6.150276E+1
0.0     	74      	4.325091E+1	2.815500E-8 	3.20E-1    	0.00      	110.45  	22.8 	46.5 	5.595602E+1	8.840297E-4	6.470370E+4	6.244998E-1 	-1.074123E+0	1.154701E-5	4.325091E+1	5.595602E+1
0.0     	75      	4.342494E+1	4.801723E-7 	3.20E-1    	0.00      	111.37  	22.8 	46.5 	5.625562E+1	5.037964E-4	6.440173E+4	4.041452E-1 	-1.072903E+0	2.081666E-5	4.342494E+1	5.625562E+1
0.0     	76      	4.476616E+1	1.347853E-6 	3.20E-1    	0.00      	112.29  	22.8 	46.5 	5.824836E+1	6.998020E-4	6.233520E+4	1.039230E+0 	-1.068883E+0	2.081666E-5	4.476616E+1	5.824836E+1
0.0     	77      	4.418338E+1	8.581596E-7 	3.20E-1    	0.00      	113.17  	22.8 	46.5 	5.738917E+1	1.051677E-3	6.321290E+4	1.178983E+0 	-1.070487E+0	1.154701E-5	4.418338E+1	5.738917E+1
0.0     	78      	4.643505E+1	2.020445E-6 	3.20E-1    	0.00      	114.09  	22.8 	46.5 	6.107155E+1	1.372354E-3	5.977337E+4	1.569501E+0 	-1.059220E+0	1.000000E-5	4.643505E+1	6.107155E+1
0.0     	79      	4.484726E+1	3.267406E-7 	3.20E-1    	0.00      	114.99  	22.8 	46.5 	5.834471E+1	3.359380E-4	6.222737E+4	4.725816E-1 	-1.069027E+0	1.154701E-5	4.484726E+1	5.834471E+1
0.0     	80      	4.621783E+1	4.361409E-8 	3.20E-1    	0.00      	115.91  	22.8 	46.5 	6.055291E+1	3.778114E-4	6.016970E+4	2.645751E-1 	-1.062653E+0	5.773503E-6	4.621783E+1	6.055291E+1
0.0     	81      	4.686720E+1	2.931267E-7 	-1.03E-1   	0.00      	116.80  	22.8 	46.5 	6.164730E+1	1.211680E-3	5.921867E+4	8.082904E-1 	-1.059113E+0	1.527525E-5	4.686720E+1	6.164730E+1
0.0     	82      	4.388397E+1	2.022316E-7 	-1.03E-1   	0.00      	119.08  	22.8 	46.5 	5.685502E+1	5.501588E-4	6.372543E+4	6.027714E-1 	-1.072827E+0	5.773503E-6	4.388397E+1	5.685502E+1
0.0     	83      	4.503660E+1	6.075469E-7 	-1.03E-1   	0.00      	119.97  	22.8 	46.5 	5.869762E+1	1.753659E-3	6.190947E+4	1.418920E+0 	-1.067373E+0	1.527525E-5	4.503660E+1	5.869762E+1
0.0     	84      	4.375963E+1	4.227355E-7 	-1.03E-1   	0.00      	120.88  	22.8 	46.5 	5.678003E+1	4.445851E-4	6.385803E+4	6.429101E-1 	-1.071433E+0	1.154701E-5	4.375963E+1	5.678003E+1
0.0     	85      	4.617991E+1	9.032758E-7 	-1.03E-1   	0.00      	121.78  	22.8 	46.5 	6.066270E+1	8.580674E-4	6.013990E+4	1.044031E+0 	-1.060297E+0	5.773503E-6	4.617991E+1	6.066270E+1
0.0     	86      	4.585777E+1	2.352934E-7 	-1.03E-1   	0.00      	122.72  	22.8 	46.5 	6.010483E+1	1.096012E-3	6.063020E+4	6.000000E-1 	-1.062300E+0	2.000000E-5	4.585777E+1	6.010483E+1
0.0     	87      	4.365004E+1	2.310716E-7 	-1.03E-1   	0.00      	123.61  	22.8 	46.5 	5.661828E+1	1.170962E-3	6.402940E+4	8.717798E-1 	-1.071750E+0	1.732051E-5	4.365004E+1	5.661828E+1
0.0     	88      	4.384563E+1	1.775986E-6 	-1.03E-1   	0.00      	124.53  	22.8 	46.5 	5.697187E+1	1.637796E-3	6.368787E+4	1.738774E+0 	-1.070143E+0	2.081666E-5	4.384563E+1	5.697187E+1
0.0     	89      	4.485831E+1	1.753541E-7 	-1.03E-1   	0.00      	125.42  	22.8 	46.5 	5.838706E+1	1.716377E-3	6.219713E+4	1.171893E+0 	-1.068590E+0	2.000000E-5	4.485831E+1	5.838706E+1
0.0     	90      	4.553372E+1	4.329144E-7 	-1.03E-1   	0.00      	126.34  	22.8 	46.5 	5.968965E+1	1.034064E-3	6.105680E+4	9.539392E-1 	-1.062157E+0	5.773503E-6	4.553372E+1	5.968965E+1
0.0     	91      	4.722801E+1	8.573352E-7 	2.81E-1    	0.00      	127.24  	22.8 	46.5 	6.224975E+1	1.270244E-3	5.870587E+4	1.159023E+0 	-1.057287E+0	5.773503E-6	4.722801E+1	6.224975E+1
0.0     	92      	4.516956E+1	3.031714E-7 	2.81E-1    	0.00      	129.53  	22.8 	46.5 	5.896691E+1	7.877329E-4	6.167697E+4	7.637626E-1 	-1.065897E+0	5.773503E-6	4.516956E+1	5.896691E+1
0.0     	93      	4.485381E+1	8.146028E-8 	2.81E-1    	0.00      	130.42  	22.8 	46.5 	5.842893E+1	4.224973E-4	6.217797E+4	1.527525E-1 	-1.067847E+0	1.154701E-5	4.485381E+1	5.842893E+1
0.0     	94      	4.555234E+1	1.368497E-6 	2.81E-1    	0.00      	131.35  	22.8 	46.5 	5.955667E+1	1.326650E-3	6.111243E+4	1.429452E+0 	-1.064530E+0	1.000000E-5	4.555234E+1	5.955667E+1
0.0     	95      	4.542388E+1	1.235951E-6 	2.81E-1    	0.00      	132.23  	22.8 	46.5 	5.935099E+1	1.509883E-3	6.130473E+4	1.517674E+0 	-1.065103E+0	5.773503E-6	4.542388E+1	5.935099E+1
0.0     	96      	4.815374E+1	2.971243E-7 	2.81E-1    	0.00      	133.15  	22.8 	46.5 	6.377063E+1	1.140436E-3	5.744137E+4	8.386497E-1 	-1.053117E+0	5.773503E-6	4.815374E+1	6.377063E+1
0.0     	97      	4.675546E+1	5.792686E-8 	2.81E-1    	0.00      	134.06  	22.8 	46.5 	6.152406E+1	3.167033E-4	5.934873E+4	3.055050E-1 	-1.058770E+0	0.000000E+0	4.675546E+1	6.152406E+1
0.0     	98      	4.450569E+1	1.017161E-6 	2.81E-1    	0.00      	134.97  	22.8 	46.5 	5.785718E+1	4.675239E-4	6.272833E+4	9.291573E-1 	-1.069707E+0	1.527525E-5	4.450569E+1	5.785718E+1
0.0     	99      	4.819490E+1	1.924282E-6 	2.81E-1    	0.00      	135.87  	22.8 	46.5 	6.386952E+1	3.294311E-4	5.737237E+4	9.712535E-1 	-1.052507E+0	2.081666E-5	4.819490E+1	6.386952E+1
0.0     	100     	4.445001E+1	1.201551E-6 	2.81E-1    	0.00      	136.78  	22.8 	46.5 	5.788085E+1	9.079731E-4	6.275477E+4	1.234234E+0 	-1.068193E+0	1.154701E-5	4.445001E+1	5.788085E+1
0.0     	101     	4.648964E+1	1.775327E-8 	2.98E-1    	0.00      	137.68  	22.8 	46.5 	6.088800E+1	9.508425E-4	5.982823E+4	5.507571E-1 	-1.062963E+0	1.154701E-5	4.648964E+1	6.088800E+1
0.0     	102     	4.332832E+1	3.782378E-7 	2.98E-1    	0.00      	139.95  	22.8 	46.5 	5.615733E+1	1.546133E-3	6.452990E+4	1.307670E+0 	-1.072463E+0	1.527525E-5	4.332832E+1	5.615733E+1
0.0     	103     	4.270772E+1	6.022328E-8 	2.98E-1    	0.00      	140.87  	22.8 	46.5 	5.507669E+1	2.577854E-5	6.563160E+4	1.732051E-1 	-1.077087E+0	5.773503E-6	4.270772E+1	5.507669E+1
0.0     	104     	4.489301E+1	8.466492E-7 	2.98E-1    	0.00      	141.77  	22.8 	46.5 	5.869030E+1	1.114351E-3	6.201227E+4	1.159023E+0 	-1.064597E+0	1.154701E-5	4.489301E+1	5.869030E+1
0.0     	105     	4.506833E+1	1.573768E-7 	2.98E-1    	0.00      	142.67  	22.8 	46.5 	5.900659E+1	7.774114E-4	6.172543E+4	4.509250E-1 	-1.063267E+0	1.527525E-5	4.506833E+1	5.900659E+1
0.0     	106     	4.668354E+1	3.353272E-7 	2.98E-1    	0.00      	143.57  	22.8 	46.5 	6.162764E+1	5.428649E-4	5.934450E+4	6.082763E-1 	-1.055913E+0	5.773503E-6	4.668354E+1	6.162764E+1
0.0     	107     	4.719202E+1	1.174642E-8 	2.98E-1    	0.00      	144.49  	22.8 	46.5 	6.247638E+1	1.121811E-3	5.862163E+4	5.507571E-1 	-1.053407E+0	1.527525E-5	4.719202E+1	6.247638E+1
0.0     	108     	4.581431E+1	4.136715E-7 	2.98E-1    	0.00      	145.40  	22.8 	46.5 	5.997750E+1	9.521616E-4	6.072330E+4	8.888194E-1 	-1.063353E+0	5.773503E-6	4.581431E+1	5.997750E+1
0.0     	109     	4.541792E+1	1.645855E-6 	2.98E-1    	0.00      	146.30  	22.8 	46.5 	5.958393E+1	1.387572E-3	6.118880E+4	1.571623E+0 	-1.061463E+0	5.773503E-6	4.541792E+1	5.958393E+1
0.0     	110     	4.655432E+1	1.014185E-6 	2.98E-1    	0.00      	147.21  	22.8 	46.5 	6.126649E+1	1.569887E-3	5.960170E+4	1.400000E+0 	-1.058667E+0	5.773503E-6	4.655432E+1	6.126649E+1
0.0     	111     	4.673882E+1	1.107993E-7 	1.63E-1    	0.00      	148.11  	22.8 	46.5 	6.163858E+1	4.908499E-4	5.930413E+4	4.041452E-1 	-1.056803E+0	5.773503E-6	4.673882E+1	6.163858E+1
0.0     	112     	4.617501E+1	1.399156E-6 	1.63E-1    	0.00      	150.37  	22.8 	46.5 	6.048267E+1	1.278386E-3	6.023253E+4	1.401190E+0 	-1.062863E+0	5.773503E-6	4.617501E+1	6.048267E+1
0.0     	113     	4.710295E+1	1.781365E-6 	1.63E-1    	0.00      	151.27  	22.8 	46.5 	6.209356E+1	1.000735E-3	5.885763E+4	1.258306E+0 	-1.057163E+0	1.527525E-5	4.710295E+1	6.209356E+1
0.0     	114     	4.594678E+1	1.517149E-7 	1.63E-1    	0.00      	152.17  	22.8 	46.5 	6.020294E+1	1.404571E-3	6.052207E+4	9.291573E-1 	-1.062577E+0	1.527525E-5	4.594678E+1	6.020294E+1
0.0     	115     	4.523564E+1	7.339251E-8 	1.63E-1    	0.00      	153.07  	22.8 	46.5 	5.924124E+1	9.754946E-4	6.148903E+4	6.806859E-1 	-1.063030E+0	1.000000E-5	4.523564E+1	5.924124E+1
0.0     	116     	4.612486E+1	5.758747E-7 	1.63E-1    	0.00      	153.97  	22.8 	46.5 	6.054542E+1	1.124481E-3	6.023403E+4	1.001665E+0 	-1.060960E+0	1.000000E-5	4.612486E+1	6.054542E+1
0.0     	117     	4.299076E+1	2.783380E-8 	1.63E-1    	0.00      	154.90  	22.8 	46.5 	5.564157E+1	1.380094E-3	6.508230E+4	8.185353E-1 	-1.073757E+0	2.309401E-5	4.299076E+1	5.564157E+1
0.0     	118     	4.546554E+1	3.189027E-7 	1.63E-1    	0.00      	155.80  	22.8 	46.5 	5.965085E+1	6.127882E-4	6.112243E+4	4.618802E-1 	-1.061397E+0	1.527525E-5	4.546554E+1	5.965085E+1
0.0     	119     	4.270272E+1	3.118189E-7 	1.63E-1    	0.00      	156.71  	22.8 	46.5 	5.510228E+1	7.543570E-4	6.562020E+4	8.544004E-1 	-1.076547E+0	5.773503E-6	4.270272E+1	5.510228E+1
0.0     	120     	4.641120E+1	7.769857E-7 	1.63E-1    	0.00      	157.61  	22.8 	46.5 	6.130097E+1	5.343208E-4	5.967673E+4	8.144528E-1 	-1.055440E+0	1.000000E-5	4.641120E+1	6.130097E+1
0.0     	121     	4.369268E+1	7.524597E-7 	3.49E-2    	0.00      	158.52  	22.8 	46.5 	5.665567E+1	1.124803E-3	6.397703E+4	1.270171E+0 	-1.072040E+0	0.000000E+0	4.369268E+1	5.665567E+1
0.0     	122     	4.840263E+1	6.448635E-7 	3.49E-2    	0.00      	160.77  	22.8 	46.5 	6.449720E+1	1.070054E-3	5.696987E+4	9.451631E-1 	-1.047730E+0	0.000000E+0	4.840263E+1	6.449720E+1
0.0     	123     	4.465169E+1	2.086239E-7 	3.49E-2    	0.00      	161.67  	22.8 	46.5 	5.785260E+1	1.078823E-3	6.262817E+4	6.506407E-1 	-1.072780E+0	2.000000E-5	4.465169E+1	5.785260E+1
0.0     	124     	4.762680E+1	7.718674E-7 	3.49E-2    	0.00      	162.57  	22.8 	46.5 	6.294793E+1	1.842524E-4	5.813447E+4	5.131601E-1 	-1.054860E+0	1.732051E-5	4.762680E+1	6.294793E+1
0.0     	125     	4.698562E+1	8.232960E-7 	3.49E-2    	0.00      	163.48  	22.8 	46.5 	6.210988E+1	4.477661E-4	5.892333E+4	5.033223E-1 	-1.054727E+0	2.081666E-5	4.698562E+1	6.210988E+1
0.0     	126     	4.831349E+1	1.077391E-6 	3.49E-2    	0.00      	164.38  	22.8 	46.5 	6.424323E+1	9.962265E-4	5.713500E+4	1.053565E+0 	-1.049557E+0	5.773503E-6	4.831349E+1	6.424323E+1
0.0     	127     	4.811726E+1	1.832090E-6 	3.49E-2    	0.00      	165.30  	22.8 	46.5 	6.368461E+1	1.308283E-3	5.750193E+4	1.365040E+0 	-1.053637E+0	1.154701E-5	4.811726E+1	6.368461E+1
0.0     	128     	4.622879E+1	5.028074E-7 	3.49E-2    	0.00      	166.21  	22.8 	46.5 	6.078777E+1	6.023850E-4	6.004623E+4	7.505553E-1 	-1.059403E+0	5.773503E-6	4.622879E+1	6.078777E+1
0.0     	129     	4.889054E+1	1.880528E-6 	3.49E-2    	0.00      	167.12  	22.8 	46.5 	6.526361E+1	2.090838E-3	5.635107E+4	1.686219E+0 	-1.046187E+0	5.773503E-6	4.889054E+1	6.526361E+1
0.0     	130     	4.544756E+1	2.587041E-6 	3.49E-2    	0.00      	168.03  	22.8 	46.5 	5.946652E+1	1.680911E-3	6.122920E+4	1.931321E+0 	-1.063820E+0	1.000000E-5	4.544756E+1	5.946652E+1
0.0     	131     	4.513381E+1	8.709939E-8 	4.98E-1    	0.00      	168.93  	22.8 	46.5 	5.908640E+1	4.809877E-5	6.163897E+4	2.081666E-1 	-1.063357E+0	5.773503E-6	4.513381E+1	5.908640E+1
0.0     	132     	4.507177E+1	8.365095E-7 	4.98E-1    	0.00      	171.21  	22.8 	46.5 	5.894884E+1	8.255588E-4	6.175330E+4	1.058301E+0 	-1.064217E+0	5.773503E-6	4.507177E+1	5.894884E+1
0.0     	133     	4.382132E+1	2.574382E-7 	4.98E-1    	0.00      	172.10  	22.8 	46.5 	5.705717E+1	8.131908E-4	6.365790E+4	7.211103E-1 	-1.068273E+0	1.154701E-5	4.382132E+1	5.705717E+1
0.0     	134     	4.564851E+1	4.588015E-7 	4.98E-1    	0.00      	173.01  	22.8 	46.5 	5.992819E+1	9.943619E-4	6.085850E+4	7.549834E-1 	-1.060840E+0	1.732051E-5	4.564851E+1	5.992819E+1
0.0     	135     	4.547251E+1	2.085255E-8 	4.98E-1    	0.00      	173.91  	22.8 	46.5 	5.951921E+1	9.340211E-4	6.118530E+4	4.582576E-1 	-1.063517E+0	1.527525E-5	4.547251E+1	5.951921E+1
0.0     	136     	4.707940E+1	5.203423E-7 	4.98E-1    	0.00      	174.82  	22.8 	46.5 	6.225811E+1	1.228360E-3	5.879450E+4	9.643651E-1 	-1.054383E+0	1.154701E-5	4.707940E+1	6.225811E+1
0.0     	137     	4.594165E+1	4.275063E-8 	4.98E-1    	0.00      	175.73  	22.8 	46.5 	6.054285E+1	1.016302E-3	6.035530E+4	5.291503E-1 	-1.057453E+0	1.527525E-5	4.594165E+1	6.054285E+1
0.0     	138     	4.563551E+1	2.390768E-7 	4.98E-1    	0.00      	176.64  	22.8 	46.5 	5.986182E+1	8.975420E-4	6.090090E+4	6.000000E-1 	-1.061577E+0	1.527525E-5	4.563551E+1	5.986182E+1
0.0     	139     	4.567669E+1	5.479603E-8 	4.98E-1    	0.00      	177.56  	22.8 	46.5 	5.969168E+1	1.042325E-3	6.096013E+4	6.806859E-1 	-1.064947E+0	1.154701E-5	4.567669E+1	5.969168E+1
0.0     	140     	4.820900E+1	4.693616E-7 	4.98E-1    	0.00      	178.47  	22.8 	46.5 	6.400195E+1	8.146138E-4	5.730460E+4	7.000000E-1 	-1.050950E+0	1.000000E-5	4.820900E+1	6.400195E+1
0.0     	141     	4.518719E+1	7.428667E-7 	3.27E-1    	0.00      	179.37  	22.8 	46.5 	5.878114E+1	1.121170E-3	6.176230E+4	1.058301E+0 	-1.069117E+0	1.527525E-5	4.518719E+1	5.878114E+1
0.0     	142     	4.795002E+1	1.269989E-7 	3.27E-1    	0.00      	181.65  	22.8 	46.5 	6.346735E+1	3.782442E-4	5.770063E+4	2.081666E-1 	-1.053580E+0	1.000000E-5	4.795002E+1	6.346735E+1
0.0     	143     	4.558575E+1	1.303008E-6 	3.27E-1    	0.00      	182.56  	22.8 	46.5 	5.963188E+1	1.258204E-3	6.105150E+4	1.400000E+0 	-1.064053E+0	5.773503E-6	4.558575E+1	5.963188E+1
0.0     	144     	4.642536E+1	1.856247E-7 	3.27E-1    	0.00      	183.47  	22.8 	46.5 	6.087364E+1	5.649232E-4	5.987670E+4	4.000000E-1 	-1.061933E+0	1.154701E-5	4.642536E+1	6.087364E+1
0.0     	145     	4.499707E+1	3.995538E-7 	3.27E-1    	0.00      	184.37  	22.8 	46.5 	5.860395E+1	1.245470E-3	6.198613E+4	8.621678E-1 	-1.068027E+0	2.081666E-5	4.499707E+1	5.860395E+1
0.0     	146     	4.574163E+1	1.194864E-6 	3.27E-1    	0.00      	185.28  	22.8 	46.5 	5.996755E+1	1.354151E-3	6.077657E+4	1.357694E+0 	-1.062077E+0	1.154701E-5	4.574163E+1	5.996755E+1
0.0     	147     	4.776153E+1	7.272662E-8 	3.27E-1    	0.00      	186.20  	22.8 	46.5 	6.342290E+1	1.103114E-3	5.783463E+4	5.507571E-1 	-1.050743E+0	1.527525E-5	4.776153E+1	6.342290E+1
0.0     	148     	4.703159E+1	2.425986E-7 	3.27E-1    	0.00      	187.11  	22.8 	46.5 	6.204313E+1	6.497569E-4	5.892620E+4	5.196152E-1 	-1.056540E+0	1.000000E-5	4.703159E+1	6.204313E+1
0.0     	149     	4.683910E+1	1.292039E-7 	3.27E-1    	0.00      	188.02  	22.8 	46.5 	6.188531E+1	1.383617E-3	5.912240E+4	7.000000E-1 	-1.055167E+0	2.081666E-5	4.683910E+1	6.188531E+1
0.0     	150     	4.600025E+1	1.073768E-6 	3.27E-1    	0.00      	188.92  	22.8 	46.5 	6.053437E+1	7.025894E-4	6.032107E+4	1.026320E+0 	-1.058710E+0	1.000000E-5	4.600025E+1	6.053437E+1
0.0     	151     	4.567665E+1	5.284837E-8 	1.92E-1    	0.00      	189.83  	22.8 	46.5 	6.020201E+1	3.029930E-4	6.070123E+4	3.055050E-1 	-1.057330E+0	0.000000E+0	4.567665E+1	6.020201E+1
0.0     	152     	4.732001E+1	1.458436E-6 	1.92E-1    	0.00      	192.12  	22.8 	46.5 	6.271677E+1	1.219311E-3	5.843000E+4	1.311488E+0 	-1.052413E+0	5.773503E-6	4.732001E+1	6.271677E+1
0.0     	153     	4.691761E+1	2.795513E-7 	1.92E-1    	0.00      	193.02  	22.8 	46.5 	6.185365E+1	1.102960E-3	5.908803E+4	6.658328E-1 	-1.057100E+0	1.732051E-5	4.691761E+1	6.185365E+1
0.0     	154     	4.617852E+1	1.751256E-6 	1.92E-1    	0.00      	193.92  	22.8 	46.5 	6.058358E+1	1.403428E-3	6.018007E+4	1.320353E+0 	-1.061437E+0	2.516611E-5	4.617852E+1	6.058358E+1
0.0     	155     	4.704152E+1	6.244903E-7 	1.92E-1    	0.00      	194.83  	22.8 	46.5 	6.212741E+1	4.453132E-4	5.888000E+4	6.557439E-1 	-1.055527E+0	1.154701E-5	4.704152E+1	6.212741E+1
0.0     	156     	4.686618E+1	2.005881E-7 	1.92E-1    	0.00      	195.74  	22.8 	46.5 	6.153089E+1	8.800581E-4	5.927530E+4	4.358899E-1 	-1.060780E+0	1.732051E-5	4.686618E+1	6.153089E+1
0.0     	157     	4.541125E+1	2.135600E-6 	1.92E-1    	0.00      	196.67  	22.8 	46.5 	5.909919E+1	1.328638E-3	6.144373E+4	1.625833E+0 	-1.068707E+0	1.527525E-5	4.541125E+1	5.909919E+1
0.0     	158     	4.626683E+1	5.355191E-7 	1.92E-1    	0.00      	197.58  	22.8 	46.5 	6.069559E+1	9.599956E-4	6.006710E+4	4.358899E-1 	-1.061493E+0	2.516611E-5	4.626683E+1	6.069559E+1
0.0     	159     	4.485706E+1	7.340662E-7 	1.92E-1    	0.00      	198.49  	22.8 	46.5 	5.835766E+1	1.068796E-3	6.221367E+4	1.040833E+0 	-1.069023E+0	1.527525E-5	4.485706E+1	5.835766E+1
0.0     	160     	4.675610E+1	2.075840E-9 	1.92E-1    	0.00      	199.40  	22.8 	46.5 	6.173065E+1	6.015330E-5	5.924893E+4	5.773503E-2 	-1.055810E+0	0.000000E+0	4.675610E+1	6.173065E+1
0.0     	161     	4.645794E+1	2.129630E-7 	4.24E-1    	0.00      	200.30  	22.8 	46.5 	6.116419E+1	8.069125E-4	5.971337E+4	6.110101E-1 	-1.058310E+0	1.000000E-5	4.645794E+1	6.116419E+1
0.0     	162     	4.657812E+1	8.442305E-8 	4.24E-1    	0.00      	202.57  	22.8 	46.5 	6.146136E+1	6.404730E-4	5.949193E+4	4.725816E-1 	-1.056303E+0	5.773503E-6	4.657812E+1	6.146136E+1
0.0     	163     	4.824067E+1	9.337254E-7 	4.24E-1    	0.00      	203.47  	22.8 	46.5 	6.459327E+1	8.747857E-4	5.702297E+4	8.326664E-1 	-1.043553E+0	1.527525E-5	4.824067E+1	6.459327E+1
0.0     	164     	4.699678E+1	1.366262E-7 	4.24E-1    	0.00      	204.37  	22.8 	46.5 	6.272644E+1	6.516002E-4	5.862607E+4	1.527525E-1 	-1.046313E+0	1.527525E-5	4.699678E+1	6.272644E+1
0.0     	165     	4.591469E+1	2.586906E-7 	4.24E-1    	0.00      	205.27  	22.8 	46.5 	6.054649E+1	1.215811E-3	6.037120E+4	7.810250E-1 	-1.056880E+0	1.732051E-5	4.591469E+1	6.054649E+1
0.0     	166     	4.742089E+1	3.034981E-7 	4.24E-1    	0.00      	206.18  	22.8 	46.5 	6.289857E+1	1.389259E-3	5.828340E+4	9.539392E-1 	-1.051743E+0	1.154701E-5	4.742089E+1	6.289857E+1
0.0     	167     	4.799822E+1	1.034353E-6 	4.24E-1    	0.00      	207.10  	22.8 	46.5 	6.417008E+1	1.359706E-3	5.735500E+4	1.200000E+0 	-1.044873E+0	5.773503E-6	4.799822E+1	6.417008E+1
0.0     	168     	4.523783E+1	4.480907E-7 	4.24E-1    	0.00      	208.01  	22.8 	46.5 	5.913082E+1	8.986479E-4	6.154493E+4	9.018500E-1 	-1.064753E+0	5.773503E-6	4.523783E+1	5.913082E+1
0.0     	169     	4.678990E+1	5.974872E-7 	4.24E-1    	0.00      	208.92  	22.8 	46.5 	6.163986E+1	6.595709E-4	5.927113E+4	8.020806E-1 	-1.057753E+0	5.773503E-6	4.678990E+1	6.163986E+1
0.0     	170     	4.703654E+1	1.188382E-6 	4.24E-1    	0.00      	209.82  	22.8 	46.5 	6.196872E+1	2.111886E-3	5.895847E+4	1.501111E+0 	-1.057697E+0	2.516611E-5	4.703654E+1	6.196872E+1
0.0     	171     	4.803024E+1	2.307070E-7 	5.53E-1    	0.00      	210.72  	22.8 	46.5 	6.379458E+1	4.046334E-4	5.750437E+4	3.511885E-1 	-1.050540E+0	1.000000E-5	4.803024E+1	6.379458E+1
0.0     	172     	4.750011E+1	3.286453E-6 	5.53E-1    	0.00      	212.98  	22.8 	46.5 	6.289212E+1	2.008624E-3	5.823777E+4	2.040425E+0 	-1.053297E+0	5.773503E-6	4.750011E+1	6.289212E+1
0.0     	173     	4.729239E+1	3.166008E-7 	5.53E-1    	0.00      	213.87  	22.8 	46.5 	6.236251E+1	9.618144E-4	5.861283E+4	5.686241E-1 	-1.056890E+0	1.732051E-5	4.729239E+1	6.236251E+1
0.0     	174     	4.796106E+1	4.076213E-7 	5.53E-1    	0.00      	214.78  	22.8 	46.5 	6.377410E+1	5.107458E-4	5.755507E+4	6.027714E-1 	-1.049563E+0	5.773503E-6	4.796106E+1	6.377410E+1
0.0     	175     	4.723335E+1	2.263499E-8 	5.53E-1    	0.00      	215.70  	22.8 	46.5 	6.227411E+1	8.429120E-4	5.869107E+4	4.725816E-1 	-1.057040E+0	1.000000E-5	4.723335E+1	6.227411E+1
