# Probe card HPK 6in
# mapping to switch card numbers
1	255
2	309
3	187
4	232
5	316
6	313
7	383
8	125
9	177
10	246
11	235
12	303
13	372
14	444
15	445
16	56
17	112
18	190
19	189
20	234
21	318
22	301
23	375
24	432
25	508
26	511
27	58
28	124
29	127
30	176
31	254
32	233
33	311
34	374
35	442
36	447
37	498
38	509
39	60
40	114
41	188
42	191
43	236
44	314
45	317
46	373
47	434
48	506
49	503
50	61
51	126
52	119
53	178
54	252
55	245
56	297
57	382
58	440
59	439
60	500
61	507
62	62
63	113
64	186
65	185
66	247
67	298
68	319
69	371
70	436
71	504
72	505
73	59
74	118
75	123
76	179
77	250
78	253
79	306
80	380
81	377
82	437
83	502
84	501
85	57
86	115
87	182
88	248
89	249
90	237
91	299
92	369
93	438
94	441
95	499
96	120
97	116
98	121
99	181
100	240
101	251
102	312
103	378
104	379
105	435
106	510
107	497
108	122
109	117
110	180
111	238
112	241
113	308
114	315
115	368
116	446
117	443
118	496
119	184
120	183
121	242
122	239
123	302
124	376
125	381
126	433
127	244
128	243
129	304
130	307
131	370
132	300
133	305
134	310
135	296
136	40 
137	41
138	42
139	43
140	44
141	45
142	46
143	47
144	63
145	48
146	49
147	50
148	51
149	52
150	53
151	54
152	55
