#
# This is an automatically generated geo file
# Script: ../create_regular_geofile.py
#
# draws all available cell shapes
#
# padnumber	xposition	yposition	size	type	rotation


205	3.7750000000000004	-3.475000000000001	0.4	0	0
206	4.525	-3.475000000000001	0.4	0	0
207	5.275	-3.475000000000001	0.4	22	330
208	-4.85	-4.250000000000001	0.4	22	210
209	-4.1	-4.250000000000001	0.4	0	0
210	-3.35	-4.250000000000001	0.4	0	0
211	-2.6	-4.250000000000001	0.4	0	0
212	-1.85	-4.250000000000001	0.4	0	0
213	-1.0999999999999996	-4.250000000000001	0.4	0	0
214	-0.34999999999999964	-4.250000000000001	0.4	0	0
215	0.40000000000000036	-4.250000000000001	0.4	0	0
216	1.1500000000000004	-4.250000000000001	0.4	0	0
217	1.9000000000000004	-4.250000000000001	0.4	0	0
218	2.6500000000000004	-4.250000000000001	0.4	0	0
219	3.4000000000000004	-4.250000000000001	0.4	0	0
220	4.15	-4.250000000000001	0.4	0	0
221	4.9	-4.250000000000001	0.4	22	330
222	-4.475	-5.025000000000001	0.4	22	210
223	-3.725	-5.025000000000001	0.4	0	0
224	-2.975	-5.025000000000001	0.4	0	0
225	-2.225	-5.025000000000001	0.4	0	0
226	-1.475	-5.025000000000001	0.4	0	0
227	-0.7249999999999996	-5.025000000000001	0.4	0	0
228	0.025000000000000355	-5.025000000000001	0.4	0	0
229	0.7750000000000004	-5.025000000000001	0.4	0	0
230	1.5250000000000004	-5.025000000000001	0.4	0	0
231	2.2750000000000004	-5.025000000000001	0.4	0	0
232	3.0250000000000004	-5.025000000000001	0.4	0	0
233	3.7750000000000004	-5.025000000000001	0.4	0	0
234	4.525	-5.025000000000001	0.4	22	330
235	-4.1	-5.800000000000002	0.4	22	210
236	-3.35	-5.800000000000002	0.4	0	0
237	-2.6	-5.800000000000002	0.4	0	0
238	-1.85	-5.800000000000002	0.4	0	0
239	-1.1	-5.800000000000002	0.4	0	0
240	-0.34999999999999964	-5.800000000000002	0.4	0	0
241	0.40000000000000036	-5.800000000000002	0.4	0	0
242	1.1500000000000004	-5.800000000000002	0.4	0	0
243	1.9000000000000004	-5.800000000000002	0.4	0	0
244	2.6500000000000004	-5.800000000000002	0.4	0	0
245	3.4000000000000004	-5.800000000000002	0.4	0	0
246	4.15	-5.800000000000002	0.4	22	330
247	-3.725	-6.575000000000002	0.4	22	210
248	-2.975	-6.575000000000002	0.4	0	0
249	-2.225	-6.575000000000002	0.4	0	0
250	-1.475	-6.575000000000002	0.4	0	0
251	-0.7250000000000001	-6.575000000000002	0.4	0	0
252	0.025000000000000355	-6.575000000000002	0.4	0	0
253	0.7750000000000004	-6.575000000000002	0.4	0	0
254	1.5250000000000004	-6.575000000000002	0.4	0	0
255	2.2750000000000004	-6.575000000000002	0.4	0	0
256	3.0250000000000004	-6.575000000000002	0.4	0	0
257	3.7750000000000004	-6.575000000000002	0.4	22	330
258	-2.6	-7.350000000000002	0.4	22	270
259	-1.85	-7.350000000000002	0.4	22	270
260	-1.1	-7.350000000000002	0.4	22	270
261	-0.3500000000000001	-7.350000000000002	0.4	22	270
262	0.3999999999999999	-7.350000000000002	0.4	22	270
263	1.1500000000000004	-7.350000000000002	0.4	22	270
264	1.9000000000000004	-7.350000000000002	0.4	22	270
265	2.6500000000000004	-7.350000000000002	0.4	22	270
266	-3.2199999999999998	6.32	0.32000000000000006	23	300
267	3.28	6.32	0.32000000000000006	23	240
268	-6.48	-0.36000000000000004	0.32000000000000006	23	0
269	6.52	-0.36000000000000004	0.32000000000000006	23	180
270	-3.2199999999999998	-7.08	0.32000000000000006	23	60
271	3.28	-7.08	0.32000000000000006	23	120

