#
# This is an automatically generated geo file
# Script: ../bin/create_regular_geofile.py
#
# draws all available cell shapes
#
# padNumber	xPosition	yPosition  type    optional


114	+3.78	+0.35	0	SIZE:0.8	
115	+4.53	+0.35	0	SIZE:0.8	
116	+5.28	+0.35	0	SIZE:0.8	
117	+6.03	+0.35	0	SIZE:0.8	
118	-5.60	-0.32	0	SIZE:0.8	
119	-4.85	-0.32	0	SIZE:0.8	
120	-4.10	-0.32	0	SIZE:0.8	
121	-3.35	-0.32	0	SIZE:0.8	
122	-2.60	-0.32	0	SIZE:0.8	
123	-1.85	-0.32	0	SIZE:0.8	
124	-1.10	-0.32	0	SIZE:0.8	
125	-0.35	-0.32	0	SIZE:0.8	
126	+0.40	-0.32	0	SIZE:0.8	
127	+1.15	-0.32	0	SIZE:0.8	
128	+1.90	-0.32	0	SIZE:0.8	
129	+2.65	-0.32	0	SIZE:0.8	
130	+3.40	-0.32	0	SIZE:0.8	
131	+4.15	-0.32	0	SIZE:0.8	
132	+4.90	-0.32	0	SIZE:0.8	
133	+5.65	-0.32	0	SIZE:0.8	
134	-5.22	-1.00	0	SIZE:0.8	
135	-4.47	-1.00	0	SIZE:0.8	
136	-3.73	-1.00	0	SIZE:0.8	
137	-2.98	-1.00	0	SIZE:0.8	
138	-2.23	-1.00	0	SIZE:0.8	
139	-1.47	-1.00	0	SIZE:0.8	
140	-0.72	-1.00	0	SIZE:0.8	
141	+0.03	-1.00	0	SIZE:0.8	
142	+0.78	-1.00	0	SIZE:0.8	
143	+1.53	-1.00	0	SIZE:0.8	
144	+2.28	-1.00	0	SIZE:0.8	
145	+3.03	-1.00	0	SIZE:0.8	
146	+3.78	-1.00	0	SIZE:0.8	
147	+4.53	-1.00	0	SIZE:0.8	
148	+5.28	-1.00	0	SIZE:0.8	
149	-4.85	-1.67	0	SIZE:0.8	
150	-4.10	-1.67	0	SIZE:0.8	
151	-3.35	-1.67	0	SIZE:0.8	
152	-2.60	-1.67	0	SIZE:0.8	
153	-1.85	-1.67	0	SIZE:0.8	
154	-1.10	-1.67	0	SIZE:0.8	
155	-0.35	-1.67	0	SIZE:0.8	
156	+0.40	-1.67	0	SIZE:0.8	
157	+1.15	-1.67	0	SIZE:0.8	
158	+1.90	-1.67	0	SIZE:0.8	
159	+2.65	-1.67	0	SIZE:0.8	
160	+3.40	-1.67	0	SIZE:0.8	
161	+4.15	-1.67	0	SIZE:0.8	
162	+4.90	-1.67	0	SIZE:0.8	
163	-4.47	-2.34	0	SIZE:0.8	
164	-3.73	-2.34	0	SIZE:0.8	
165	-2.98	-2.34	0	SIZE:0.8	
166	-2.23	-2.34	0	SIZE:0.8	
167	-1.48	-2.34	0	SIZE:0.8	
168	-0.72	-2.34	0	SIZE:0.8	
169	+0.03	-2.34	0	SIZE:0.8	
170	+0.78	-2.34	0	SIZE:0.8	
171	+1.53	-2.34	0	SIZE:0.8	
172	+2.28	-2.34	0	SIZE:0.8	
173	+3.03	-2.34	0	SIZE:0.8	
174	+3.78	-2.34	0	SIZE:0.8	
175	+4.53	-2.34	0	SIZE:0.8	
176	-4.10	-3.01	0	SIZE:0.8	
177	-3.35	-3.01	0	SIZE:0.8	
178	-2.60	-3.01	0	SIZE:0.8	
179	-1.85	-3.01	0	SIZE:0.8	
180	-1.10	-3.01	0	SIZE:0.8	
181	-0.35	-3.01	0	SIZE:0.8	
182	+0.40	-3.01	0	SIZE:0.8	
183	+1.15	-3.01	0	SIZE:0.8	
184	+1.90	-3.01	0	SIZE:0.8	
185	+2.65	-3.01	0	SIZE:0.8	
186	+3.40	-3.01	0	SIZE:0.8	
187	+4.15	-3.01	0	SIZE:0.8	
188	-3.73	-3.68	0	SIZE:0.8	
189	-2.98	-3.68	0	SIZE:0.8	
190	-2.23	-3.68	0	SIZE:0.8	
191	-1.48	-3.68	0	SIZE:0.8	
192	-0.73	-3.68	0	SIZE:0.8	
193	+0.03	-3.68	0	SIZE:0.8	
194	+0.78	-3.68	0	SIZE:0.8	
195	+1.53	-3.68	0	SIZE:0.8	
196	+2.28	-3.68	0	SIZE:0.8	
197	+3.03	-3.68	0	SIZE:0.8	
198	+3.78	-3.68	0	SIZE:0.8	
199	-3.35	-4.35	0	SIZE:0.8	
200	-2.60	-4.35	0	SIZE:0.8	
201	-1.85	-4.35	0	SIZE:0.8	
202	-1.10	-4.35	0	SIZE:0.8	
203	-0.35	-4.35	0	SIZE:0.8	
204	+0.40	-4.35	0	SIZE:0.8	
205	+1.15	-4.35	0	SIZE:0.8	
206	+1.90	-4.35	0	SIZE:0.8	
207	+2.65	-4.35	0	SIZE:0.8	
208	+3.40	-4.35	0	SIZE:0.8	
209	-2.98	-5.02	0	SIZE:0.8	
210	-2.23	-5.02	0	SIZE:0.8	
211	-1.48	-5.02	0	SIZE:0.8	
212	-0.73	-5.02	0	SIZE:0.8	
213	+0.02	-5.02	0	SIZE:0.8	
214	+0.78	-5.02	0	SIZE:0.8	
215	+1.53	-5.02	0	SIZE:0.8	
216	+2.28	-5.02	0	SIZE:0.8	
217	+3.03	-5.02	0	SIZE:0.8	
